dat_yer,dst_num,dst_tye,dst_nam,dst_cou,sch_num,sch_nam,sch_cou,enr_k12,fre_k12,rpc_k12,lep_k12,spe_k12,enr_pk12,fre_pk12,rpc_pk12,lep_pk12,spe_pk12,eco_dev
01-02,0199,01,INVER GROVE,19,577,PINE BEND EL.,19,477,46,22,1,67,477,46,22,1,67,11
01-02,0199,01,INVER GROVE,19,578,SALEM HILLS EL.,19,363,40,30,11,57,363,40,30,11,57,11
01-02,0199,01,INVER GROVE,19,579,SOUTH GROVE EL.,19,378,77,40,0,58,378,77,40,0,58,11
01-02,0199,01,INVER GROVE,19,580,EARLY CHILDHOOD,19,0,0,0,0,0,53,5,1,0,53,11
01-02,0200,01,HASTINGS,19,129,HASTINGS SR.,19,1809,76,64,0,215,1809,76,64,0,215,11
01-02,0200,01,HASTINGS,19,130,HASTINGS MID.,19,1285,114,54,0,179,1285,114,54,0,179,11
01-02,0200,01,HASTINGS,19,136,HASTINGS ALTERNATIVE CENTER,19,40,1,2,0,12,40,1,2,0,12,11
01-02,0200,01,HASTINGS,19,137,HARBOR SHELTER PROGRAM,19,10,0,0,0,4,10,0,0,0,4,11
01-02,0200,01,HASTINGS,19,138,EARLY CHILDHOOD ECFE,19,0,0,0,0,0,52,6,0,0,52,11
01-02,0200,01,HASTINGS,19,139,SPECIAL SERVICES,19,1,0,0,0,1,1,0,0,0,1,11
01-02,0200,01,HASTINGS,19,608,COOPER EL.,19,246,35,16,0,22,246,35,16,0,22,11
01-02,0200,01,HASTINGS,19,609,KENNEDY EL.,19,421,39,12,0,42,421,39,12,0,42,11
01-02,0200,01,HASTINGS,19,610,PINECREST EL.,19,476,50,25,0,53,476,50,25,0,53,11
01-02,0200,01,HASTINGS,19,611,TILDEN EL.,19,234,37,20,0,22,234,37,20,0,22,11
01-02,0200,01,HASTINGS,19,612,CHRISTA MCAULIFFE EL.,19,606,38,12,0,66,606,38,12,0,66,11
01-02,0203,01,HAYFIELD,20,001,HAYFIELD SEC.,20,470,31,22,7,32,470,31,22,7,32,10
01-02,0203,01,HAYFIELD,20,002,BROWNSDALE EL.,20,109,34,6,14,15,119,36,6,14,25,10
01-02,0203,01,HAYFIELD,20,003,HAYFIELD EL.,20,373,38,31,8,30,373,38,31,8,30,10
01-02,0204,01,KASSON-MANTORVILLE,20,010,KASSON-MANTORVILLE EL.,20,702,56,47,10,40,718,58,49,10,56,10
01-02,0204,01,KASSON-MANTORVILLE,20,020,KASSON-MANTORVILLE INTERM. EL.,20,298,19,23,3,24,298,19,23,3,24,10
01-02,0204,01,KASSON-MANTORVILLE,20,030,KASSON-MANTORVILLE SR.,20,517,24,34,5,35,517,24,34,5,35,10
01-02,0204,01,KASSON-MANTORVILLE,20,040,KASSON-MANTORVILLE MID.,20,261,22,22,8,21,261,22,22,8,21,10
01-02,0204,01,KASSON-MANTORVILLE,20,050,KASSON-MANTORVILLE LEARNING CTR.,20,21,3,1,0,1,21,3,1,0,1,10
01-02,0206,01,ALEXANDRIA,21,110,CARLOS EL.,21,118,17,22,0,19,118,17,22,0,19,04
01-02,0206,01,ALEXANDRIA,21,120,GARFIELD EL.,21,151,21,16,1,21,151,21,16,1,21,04
01-02,0206,01,ALEXANDRIA,21,130,LINCOLN EL.,21,552,63,51,2,60,552,63,51,2,60,04
01-02,0206,01,ALEXANDRIA,21,140,MILTONA EL.,21,141,19,11,1,21,141,19,11,1,21,04
01-02,0206,01,ALEXANDRIA,21,150,WASHINGTON EL.,21,398,121,63,2,63,398,121,63,2,63,04
01-02,0206,01,ALEXANDRIA,21,160,VOYAGER EL.,21,578,58,47,0,84,642,64,50,0,148,04
01-02,0206,01,ALEXANDRIA,21,310,DISCOVERY JR.,21,1054,124,98,3,137,1054,124,98,3,137,04
01-02,0206,01,ALEXANDRIA,21,320,JEFFERSON SR.,21,1118,78,74,2,108,1118,78,74,2,108,04
01-02,0207,01,BRANDON,21,001,BRANDON EL.,21,155,39,9,0,20,158,39,9,0,23,04
01-02,0207,01,BRANDON,21,002,BRANDON SEC.,21,169,35,14,0,11,169,35,14,0,11,04
01-02,0208,01,EVANSVILLE,21,001,EVANSVILLE EL.,21,113,26,12,0,9,114,26,12,0,10,04
01-02,0208,01,EVANSVILLE,21,002,EVANSVILLE SEC.,21,132,26,24,0,8,132,26,24,0,8,04
01-02,0213,01,OSAKIS,21,010,OSAKIS EL.,21,316,71,36,0,47,322,71,36,0,53,04
01-02,0213,01,OSAKIS,21,020,OSAKIS SEC.,21,355,79,31,0,35,355,79,31,0,35,04
01-02,0227,01,CHATFIELD,55,001,CHOSEN VALLEY SEC.,55,422,35,17,0,47,422,35,17,0,47,10
01-02,0227,01,CHATFIELD,55,002,CHOSEN VALLEY EL.,23,506,40,26,1,61,519,42,27,1,74,10
01-02,0229,01,LANESBORO,23,010,LANESBORO EL.,23,176,58,32,0,27,181,61,32,0,32,10
01-02,0229,01,LANESBORO,23,020,LANESBORO SEC.,23,179,55,23,0,19,179,55,23,0,19,10
01-02,0238,01,MABEL-CANTON,23,001,MABEL-CANTON EL.,23,193,38,19,0,19,194,38,19,0,20,10
01-02,0238,01,MABEL-CANTON,23,002,MABEL-CANTON SEC.,23,194,27,19,0,20,194,27,19,0,20,10
01-02,0239,01,RUSHFORD-PETERSON,23,001,RUSHFORD-PETERSON EL.,23,272,63,39,0,27,278,63,39,0,33,10
01-02,0239,01,RUSHFORD-PETERSON,23,002,RUSHFORD-PETERSON SR.,23,246,53,27,0,30,246,53,27,0,30,10
01-02,0239,01,RUSHFORD-PETERSON,23,003,RUSHFORD-PETERSON MID.,23,172,35,25,0,31,172,35,25,0,31,10
01-02,0241,01,ALBERT LEA,24,110,HALVERSON EL.,24,436,157,57,38,84,494,168,58,38,142,10
01-02,0241,01,ALBERT LEA,24,120,HAWTHORNE EL.,24,450,122,48,44,80,450,122,48,44,80,10
01-02,0241,01,ALBERT LEA,24,130,LAKEVIEW EL.,24,472,147,37,62,73,478,150,37,62,79,10
01-02,0241,01,ALBERT LEA,24,140,SIBLEY EL.,24,437,108,44,50,59,437,108,44,50,59,10
01-02,0241,01,ALBERT LEA,24,310,ALBERT LEA SR.,24,1237,193,75,48,161,1237,193,75,48,161,10
01-02,0241,01,ALBERT LEA,24,320,SOUTHWEST JR.,24,694,145,62,35,92,694,145,62,35,92,10
01-02,0241,01,ALBERT LEA,24,350,ALBERT LEA ALC,24,67,35,5,6,2,67,35,5,6,2,10
01-02,0242,01,ALDEN,24,001,ALDEN-CONGER SEC.,24,215,26,25,0,33,215,26,25,0,33,10
01-02,0242,01,ALDEN,24,002,ALDEN-CONGER EL.,24,196,40,25,2,24,197,40,25,2,25,10
01-02,0252,01,CANNON FALLS,25,001,CANNON FALLS EL.,25,608,50,36,2,58,625,50,36,2,75,10
01-02,0252,01,CANNON FALLS,25,002,CANNON FALLS SEC.,25,851,59,50,0,88,851,59,50,0,88,10
01-02,0253,01,GOODHUE,25,001,GOODHUE EL.,25,293,35,13,11,31,298,35,13,11,36,10
01-02,0253,01,GOODHUE,25,002,GOODHUE SEC.,25,285,21,10,1,22,285,21,10,1,22,10
01-02,0255,01,PINE ISLAND,25,010,PINE ISLAND EL.,25,515,29,41,0,46,528,29,42,0,59,10
01-02,0255,01,PINE ISLAND,25,020,PINE ISLAND SEC.,25,713,44,50,0,54,713,44,50,0,54,10
01-02,0255,01,PINE ISLAND,25,040,PI/ZM ALP,25,3,2,0,0,0,3,2,0,0,0,10
01-02,0256,01,RED WING,25,107,TOWER VIEW OPPORTUNITY PROGRAM ALC,25,41,3,1,0,6,41,3,1,0,6,10
01-02,0256,01,RED WING,25,108,RED WING SR.,25,1137,93,27,8,115,1137,93,27,8,115,10
01-02,0256,01,RED WING,25,109,TWIN BLUFF MID.,25,775,96,40,5,92,775,96,40,5,92,10
01-02,0256,01,RED WING,25,537,BURNSIDE EL.,25,575,92,23,6,75,575,92,23,6,75,10
01-02,0256,01,RED WING,25,540,JEFFERSON EL.,25,206,25,19,5,22,206,25,19,5,22,10
01-02,0256,01,RED WING,25,541,SUNNYSIDE EL.,25,467,56,34,0,75,467,56,34,0,75,10
01-02,0256,01,RED WING,25,542,COLVILL FAMILY EDUCATION CENTER,25,0,0,0,0,0,41,7,3,0,41,10
01-02,0256,01,RED WING,25,543,RED WING ALC,25,21,1,3,0,0,21,1,3,0,0,10
01-02,0256,60,CORRECTIONAL FACILITY-RED WING,25,001,CORRECTIONAL FACILITY-RED WING,25,63,0,63,0,63,63,0,63,0,63,10
01-02,0261,01,ASHBY,26,010,ASHBY EL.,26,159,27,21,0,6,160,27,21,0,7,04
01-02,0261,01,ASHBY,26,020,ASHBY SEC.,26,165,28,15,0,11,165,28,15,0,11,04
01-02,0264,01,HERMAN-NORCROSS,26,001,HERMAN EL.,26,74,31,7,0,11,74,31,7,0,11,04
01-02,0264,01,HERMAN-NORCROSS,26,002,HERMAN SEC.,26,81,19,8,0,11,81,19,8,0,11,04
01-02,0270,01,HOPKINS,27,076,EPSILON-BETA,27,21,0,0,0,5,21,0,0,0,5,11
01-02,0270,01,HOPKINS,27,079,EPSILON-ALPHA,27,113,0,0,0,55,113,0,0,0,55,11
01-02,0270,01,HOPKINS,27,112,NEW CONNECTION,27,3,0,0,0,2,3,0,0,0,2,11
01-02,0270,01,HOPKINS,27,183,DELTA,27,11,0,0,0,11,11,0,0,0,11,11
01-02,0270,01,HOPKINS,27,185,OMEGON,27,26,1,1,0,12,26,1,1,0,12,11
01-02,0270,01,HOPKINS,27,282,HOPKINS SR.,27,1982,45,147,137,218,1982,45,147,137,218,11
01-02,0270,01,HOPKINS,27,378,HOPKINS NORTH JR.,27,1004,32,102,50,126,1004,32,102,50,126,11
01-02,0270,01,HOPKINS,27,380,HOPKINS WEST JR.,27,924,29,72,30,99,924,29,72,30,99,11
01-02,0270,01,HOPKINS,27,561,ALICE SMITH EL.,27,521,40,58,43,47,521,40,58,43,47,11
01-02,0270,01,HOPKINS,27,563,GLEN LAKE EL.,27,537,3,6,4,49,537,3,6,4,49,11
01-02,0270,01,HOPKINS,27,564,HARLEY HOPKINS FAMILY CNTR.,27,0,0,0,0,0,95,1,1,0,95,11
01-02,0270,01,HOPKINS,27,565,KATHERINE CURREN EL.,27,384,28,105,43,37,384,28,105,43,37,11
01-02,0270,01,HOPKINS,27,566,EISENHOWER EL.,27,751,36,146,86,80,751,36,146,86,80,11
01-02,0270,01,HOPKINS,27,567,L.H. TANGLEN EL.,27,732,20,79,39,49,732,20,79,39,49,11
01-02,0270,01,HOPKINS,27,569,GATEWOOD EL.,27,625,18,64,66,50,625,18,64,66,50,11
01-02,0270,01,HOPKINS,27,570,MEADOWBROOK EL.,27,526,8,16,17,39,526,8,16,17,39,11
01-02,0271,01,BLOOMINGTON,27,007,KENNEDY SR.,27,1751,240,122,146,179,1751,240,122,146,179,11
01-02,0271,01,BLOOMINGTON,27,009,JEFFERSON SR.,27,1725,83,36,4,124,1725,83,36,4,124,11
01-02,0271,01,BLOOMINGTON,27,013,OAK GROVE MID.,27,814,120,73,65,83,814,120,73,65,83,11
01-02,0271,01,BLOOMINGTON,27,345,VALLEY VIEW MID.,27,767,159,87,28,82,767,159,87,28,82,11
01-02,0271,01,BLOOMINGTON,27,346,OLSON MID.,27,918,70,43,39,98,918,70,43,39,98,11
01-02,0271,01,BLOOMINGTON,27,432,WASHBURN EL.,27,500,97,53,47,43,500,97,53,47,43,11
01-02,0271,01,BLOOMINGTON,27,443,HILLCREST EL.,27,394,42,24,48,35,394,42,24,48,35,11
01-02,0271,01,BLOOMINGTON,27,446,INDIAN MOUNDS EL.,27,473,99,29,49,49,473,99,29,49,49,11
01-02,0271,01,BLOOMINGTON,27,447,OLSON EL.,27,533,47,27,0,61,533,47,27,0,61,11
01-02,0271,01,BLOOMINGTON,27,448,OAK GROVE EL.,27,385,88,45,47,39,385,88,45,47,39,11
01-02,0271,01,BLOOMINGTON,27,450,NORMANDALE HILLS EL.,27,440,38,11,0,39,440,38,11,0,39,11
01-02,0271,01,BLOOMINGTON,27,454,POPLAR BRIDGE EL.,27,511,35,29,1,40,511,35,29,1,40,11
01-02,0271,01,BLOOMINGTON,27,455,RIDGEVIEW EL.,27,366,53,23,2,39,366,53,23,2,39,11
01-02,0271,01,BLOOMINGTON,27,458,SOUTHWOOD EARLY CHILDHOOD,27,4,0,0,0,4,119,8,3,0,119,11
01-02,0271,01,BLOOMINGTON,27,459,VALLEY VIEW EL.,27,559,204,85,104,38,559,204,85,104,38,11
01-02,0271,01,BLOOMINGTON,27,461,WESTWOOD EL.,27,479,39,33,4,66,479,39,33,4,66,11
01-02,0272,01,EDEN PRAIRIE,27,064,EDEN PRAIRIE SR.,27,3245,159,46,113,282,3245,159,46,113,282,11
01-02,0272,01,EDEN PRAIRIE,27,065,CENTRAL MID.,27,1704,74,33,58,165,1704,74,33,58,165,11
01-02,0272,01,EDEN PRAIRIE,27,880,OAK POINT INTERMEDIATE EL.,27,1621,77,26,60,181,1621,77,26,60,181,11
01-02,0272,01,EDEN PRAIRIE,27,881,PRAIRIE VIEW EL.,27,724,9,6,22,54,724,9,6,22,54,11
01-02,0272,01,EDEN PRAIRIE,27,882,FOREST HILLS EL.,27,689,71,26,51,64,689,71,26,51,64,11
01-02,0272,01,EDEN PRAIRIE,27,883,EDEN LAKE EL.,27,857,77,19,75,61,857,77,19,75,61,11
01-02,0272,01,EDEN PRAIRIE,27,884,EARLY CHILDHOOD SP. ED.,27,0,0,0,0,0,135,0,0,0,135,11
01-02,0272,01,EDEN PRAIRIE,27,885,CENTRAL KINDERGARTEN CTR.,27,663,21,6,32,34,663,21,6,32,34,11
01-02,0272,01,EDEN PRAIRIE,27,887,CEDAR RIDGE EL.,27,839,14,9,5,77,839,14,9,5,77,11
01-02,0273,01,EDINA,27,010,SOBRIETY HIGH,27,24,0,0,0,0,24,0,0,0,0,11
01-02,0273,01,EDINA,27,019,SOUTH VIEW MID.,27,974,36,27,15,97,974,36,27,15,97,11
01-02,0273,01,EDINA,27,020,VALLEY VIEW MID.,27,1168,33,10,5,89,1168,33,10,5,89,11
01-02,0273,01,EDINA,27,021,EDINA SR.,27,1547,34,11,15,138,1547,34,11,15,138,11
01-02,0273,01,EDINA,27,515,SPECIAL ED-NON PUBLIC,27,9,0,0,0,6,9,0,0,0,6,11
01-02,0273,01,EDINA,27,526,CONCORD EL.,27,616,13,15,3,41,616,13,15,3,41,11
01-02,0273,01,EDINA,27,527,CORNELIA EL.,27,465,30,10,41,46,465,30,10,41,46,11
01-02,0273,01,EDINA,27,528,COUNTRYSIDE EL.,27,487,17,3,8,42,487,17,3,8,42,11
01-02,0273,01,EDINA,27,529,HIGHLANDS EL.,27,502,6,4,1,49,502,6,4,1,49,11
01-02,0273,01,EDINA,27,532,CREEK VALLEY EL.,27,564,22,4,24,61,564,22,4,24,61,11
01-02,0273,01,EDINA,27,533,NORMANDALE EL.,27,572,8,5,2,41,572,8,5,2,41,11
01-02,0273,01,EDINA,27,535,EARLY CHILDHOOD SPECIAL ED,27,0,0,0,0,0,91,0,0,0,91,11
01-02,0276,01,MINNETONKA,27,074,MINNETONKA SR.,27,2305,30,22,34,269,2305,30,22,34,269,11
01-02,0276,01,MINNETONKA,27,075,MINNETONKA EAST MID.,27,881,12,12,1,112,881,12,12,1,112,11
01-02,0276,01,MINNETONKA,27,175,MINNETONKA WEST MID.,10,975,23,11,19,127,975,23,11,19,127,11
01-02,0276,01,MINNETONKA,27,601,CLEAR SPRINGS EL.,27,616,18,7,13,70,616,18,7,13,70,11
01-02,0276,01,MINNETONKA,27,602,DEEPHAVEN EL.,27,566,11,6,8,29,566,11,6,8,29,11
01-02,0276,01,MINNETONKA,27,603,EXCELSIOR EL.,27,579,12,9,12,61,579,12,9,12,61,11
01-02,0276,01,MINNETONKA,27,604,GROVELAND EL.,27,490,4,4,6,50,490,4,4,6,50,11
01-02,0276,01,MINNETONKA,27,605,MINNEWASHTA EL.,27,698,10,8,12,69,698,10,8,12,69,11
01-02,0276,01,MINNETONKA,27,606,SCENIC HEIGHTS EL.,27,490,3,6,4,45,490,3,6,4,45,11
01-02,0276,01,MINNETONKA,27,900,DEEPHAVEN EDUCATION CENTER,27,0,0,0,0,0,74,1,0,0,74,11
01-02,0276,01,MINNETONKA,27,906,SHARED TIME REPORTING,27,3,0,0,0,3,3,0,0,0,3,11
01-02,0277,01,WESTONKA,27,062,MOUND-WESTONKA SEC.,27,919,39,32,4,114,919,39,32,4,114,11
01-02,0277,01,WESTONKA,27,063,GRANDVIEW MID.,27,520,36,23,3,85,520,36,23,3,85,11
01-02,0277,01,WESTONKA,27,615,SHIRLEY HILLS PRIMARY SCHOOL,27,400,25,17,18,49,400,25,17,18,49,11
01-02,0277,01,WESTONKA,27,616,HILLTOP PRIMARY SCHOOL,27,384,27,16,0,32,384,27,16,0,32,11
01-02,0277,01,WESTONKA,27,618,EARLY CHILDHOOD SPEC. ED.,27,0,0,0,0,0,19,0,0,0,19,11
01-02,0278,01,ORONO,27,030,ORONO SR.,27,862,20,20,3,63,862,20,20,3,63,11
01-02,0278,01,ORONO,27,031,ORONO MID.,27,620,17,11,1,65,620,17,11,1,65,11
01-02,0278,01,ORONO,27,661,SCHUMANN EL.,27,505,17,20,3,43,505,17,20,3,43,11
01-02,0278,01,ORONO,27,662,ORONO INTERMEDIATE EL.,27,371,11,11,1,39,371,11,11,1,39,11
01-02,0278,01,ORONO,27,663,ORONO EARLY CHILDHOOD CTR.,27,158,0,1,0,6,180,0,1,0,28,11
01-02,0279,01,OSSEO,27,032,OSSEO SR.,27,1664,174,78,101,138,1664,174,78,101,138,11
01-02,0279,01,OSSEO,27,033,BROOKLYN JR.,27,1175,230,128,99,125,1175,230,128,99,125,11
01-02,0279,01,OSSEO,27,034,OSSEO JR.,27,1258,48,36,34,113,1258,48,36,34,113,11
01-02,0279,01,OSSEO,27,042,OSSEO SECONDARY TRANSITION CENTER,27,44,5,4,1,44,44,5,4,1,44,11
01-02,0279,01,OSSEO,27,086,NORTH VIEW JR.,27,1056,383,127,119,138,1056,383,127,119,138,11
01-02,0279,01,OSSEO,27,088,PARK CENTER SR.,27,1532,377,119,174,116,1532,377,119,174,116,11
01-02,0279,01,OSSEO,27,090,MAPLE GROVE SR.,27,1802,22,32,9,140,1802,22,32,9,140,11
01-02,0279,01,OSSEO,27,094,MAPLE GROVE JR.,27,1626,73,32,55,138,1626,73,32,55,138,11
01-02,0279,01,OSSEO,27,668,EDINBROOK EL.,27,833,40,23,55,61,833,40,23,55,61,11
01-02,0279,01,OSSEO,27,669,RUSH CREEK EL.,27,860,10,21,1,52,860,10,21,1,52,11
01-02,0279,01,OSSEO,27,670,BASSWOOD EL.,27,812,45,19,4,102,812,45,19,4,102,11
01-02,0279,01,OSSEO,27,671,BIRCH GROVE EL.,27,711,198,76,137,61,711,198,76,137,61,11
01-02,0279,01,OSSEO,27,672,CREST VIEW EL.,27,506,196,85,80,63,506,196,85,80,63,11
01-02,0279,01,OSSEO,27,673,EDGEWOOD EL.,27,442,116,40,77,59,442,116,40,77,59,11
01-02,0279,01,OSSEO,27,674,FAIR OAKS EL.,27,450,205,63,123,39,450,205,63,123,39,11
01-02,0279,01,OSSEO,27,675,GARDEN CITY EL.,27,311,136,38,78,23,311,136,38,78,23,11
01-02,0279,01,OSSEO,27,676,ORCHARD LANE EL.,27,365,164,85,113,37,365,164,85,113,37,11
01-02,0279,01,OSSEO,27,677,OSSEO EL.,27,295,24,25,4,43,295,24,25,4,43,11
01-02,0279,01,OSSEO,27,678,PALMER LAKE EL.,27,639,113,73,94,75,639,113,73,94,75,11
01-02,0279,01,OSSEO,27,679,PARK BROOK EL.,27,323,134,35,72,28,323,134,35,72,28,11
01-02,0279,01,OSSEO,27,680,WILLOW LANE EL.,27,266,75,41,8,19,266,75,41,8,19,11
01-02,0279,01,OSSEO,27,681,ZANEWOOD EL.,27,431,216,67,34,47,431,216,67,34,47,11
01-02,0279,01,OSSEO,27,682,CEDAR ISLAND EL.,27,682,37,12,1,64,682,37,12,1,64,11
01-02,0279,01,OSSEO,27,684,ELM CREEK EL.,27,860,43,45,10,73,860,43,45,10,73,11
01-02,0279,01,OSSEO,27,685,RICE LAKE EL.,27,632,44,22,57,55,632,44,22,57,55,11
01-02,0279,01,OSSEO,27,689,FERNBROOK EL.,27,737,30,26,7,88,737,30,26,7,88,11
01-02,0279,01,OSSEO,27,693,WEAVER LAKE EL.,27,772,10,12,1,72,772,10,12,1,72,11
01-02,0279,01,OSSEO,27,696,OAK VIEW EL.,27,703,19,19,4,91,703,19,19,4,91,11
01-02,0279,01,OSSEO,27,697,EARLY CHILDHOOD SPECIAL EDUCATION,27,0,0,0,0,0,254,12,4,0,254,11
01-02,0280,01,RICHFIELD,27,035,RICHFIELD SR.,27,1388,236,95,79,133,1388,236,95,79,133,11
01-02,0280,01,RICHFIELD,27,036,RICHFIELD INTER. EL.,27,883,230,88,146,94,883,230,88,146,94,11
01-02,0280,01,RICHFIELD,27,037,RICHFIELD MIDDLE,27,980,213,74,97,118,980,213,74,97,118,11
01-02,0280,01,RICHFIELD,27,695,CENTENNIAL EL.,27,509,131,50,147,38,509,131,50,147,38,11
01-02,0280,01,RICHFIELD,27,698,ELLIOT SPECIAL ED,27,0,0,0,0,0,48,1,0,0,48,11
01-02,0280,01,RICHFIELD,27,699,SEC. SP. ED.,27,22,5,1,0,22,22,5,1,0,22,11
01-02,0280,01,RICHFIELD,27,701,SHERIDAN HILLS EL.,27,423,75,21,54,38,423,75,21,54,38,11
01-02,0281,01,ROBBINSDALE,27,004,FOREST EL.,27,450,81,55,36,44,450,81,55,36,44,11
01-02,0281,01,ROBBINSDALE,27,006,LAKEVIEW EL.,27,396,84,38,33,45,396,84,38,33,45,11
01-02,0281,01,ROBBINSDALE,27,009,LINCOLN 5'S ALIVE,27,117,0,0,0,7,117,0,0,0,7,11
01-02,0281,01,ROBBINSDALE,27,010,MEADOW LAKE EL.,27,570,222,80,118,57,570,222,80,118,57,11
01-02,0281,01,ROBBINSDALE,27,011,NEILL EL.,27,528,71,59,37,35,528,71,59,37,35,11
01-02,0281,01,ROBBINSDALE,27,012,ROBBINSDALE SPANISH IMMERSION EL.,27,633,25,32,2,23,633,25,32,2,23,11
01-02,0281,01,ROBBINSDALE,27,013,NEW HOPE EL.,27,408,133,76,64,33,408,133,76,64,33,11
01-02,0281,01,ROBBINSDALE,27,017,NOBLE EL.,27,444,81,44,36,29,444,81,44,36,29,11
01-02,0281,01,ROBBINSDALE,27,019,NORTHPORT EL.,27,562,231,91,127,41,562,231,91,127,41,11
01-02,0281,01,ROBBINSDALE,27,020,PILGRIM LANE EL.,27,495,61,29,51,29,495,61,29,51,29,11
01-02,0281,01,ROBBINSDALE,27,022,SONNESYN EL.,27,544,83,40,38,46,544,83,40,38,46,11
01-02,0281,01,ROBBINSDALE,27,023,SUNNY HOLLOW EL.,27,490,78,41,34,52,490,78,41,34,52,11
01-02,0281,01,ROBBINSDALE,27,030,ZACHARY LANE EL.,27,445,9,2,2,24,445,9,2,2,24,11
01-02,0281,01,ROBBINSDALE,27,040,PLYMOUTH MID.,27,1290,247,90,90,135,1290,247,90,90,135,11
01-02,0281,01,ROBBINSDALE,27,043,TECHNOLOGY & LANGUAGE MID.,27,627,53,54,4,59,627,53,54,4,59,11
01-02,0281,01,ROBBINSDALE,27,045,SANDBURG MID.,27,1356,269,163,105,123,1356,269,163,105,123,11
01-02,0281,01,ROBBINSDALE,27,050,ROBBINSDALE COOPER SR.,27,2054,345,158,14,223,2054,345,158,14,223,11
01-02,0281,01,ROBBINSDALE,27,053,ROBBINSDALE ARMSTRONG SR.,27,2245,197,96,152,173,2245,197,96,152,173,11
01-02,0281,01,ROBBINSDALE,27,103,CENTER BASED,27,0,0,0,0,0,101,0,0,0,101,11
01-02,0282,01,ST. ANTHONY-NEW BRIGHTON,27,020,ST. ANTHONY VILLAGE SR.,27,524,19,8,0,40,524,19,8,0,40,11
01-02,0282,01,ST. ANTHONY-NEW BRIGHTON,27,040,WILSHIRE PARK EL.,27,591,46,24,0,38,596,46,24,0,43,11
01-02,0282,01,ST. ANTHONY-NEW BRIGHTON,27,050,ST. ANTHONY MID.,27,379,21,16,0,34,379,21,16,0,34,11
01-02,0283,01,ST. LOUIS PARK,27,040,ST. LOUIS PARK SR.,27,1285,142,47,73,187,1285,142,47,73,187,11
01-02,0283,01,ST. LOUIS PARK,27,042,ST. LOUIS PARK JR.,27,689,96,44,43,117,689,96,44,43,117,11
01-02,0283,01,ST. LOUIS PARK,27,745,AQUILA EL.,27,398,100,20,70,57,398,100,20,70,57,11
01-02,0283,01,ST. LOUIS PARK,27,747,CEDAR MANOR EL.,27,466,128,35,56,79,466,128,35,56,79,11
01-02,0283,01,ST. LOUIS PARK,27,754,PETER HOBART EL.,27,495,56,24,33,55,495,56,24,33,55,11
01-02,0283,01,ST. LOUIS PARK,27,755,SUSAN LINDGREN EL.,27,448,46,29,20,66,448,46,29,20,66,11
01-02,0283,01,ST. LOUIS PARK,27,756,SPECIAL ED.,27,3,0,0,0,3,49,0,0,0,49,11
01-02,0283,01,ST. LOUIS PARK,27,757,SPECIAL ED.,27,21,0,0,0,21,21,0,0,0,21,11
01-02,0283,01,ST. LOUIS PARK,27,758,PARK SPANISH IMMERSION EL.,27,407,10,4,0,13,407,10,4,0,13,11
01-02,0284,01,WAYZATA,27,050,WAYZATA HIGH,27,2890,95,42,5,242,2890,95,42,5,242,11
01-02,0284,01,WAYZATA,27,051,WAYZATA WEST MID.,27,698,14,8,0,64,698,14,8,0,64,11
01-02,0284,01,WAYZATA,27,052,WAYZATA EAST MID.,27,734,30,21,0,61,734,30,21,0,61,11
01-02,0284,01,WAYZATA,27,053,WAYZATA CENTRAL MID.,27,824,53,18,0,76,824,53,18,0,76,11
01-02,0284,01,WAYZATA,27,804,BIRCHVIEW EL.,27,536,35,25,12,56,536,35,25,12,56,11
01-02,0284,01,WAYZATA,27,806,GREENWOOD EL.,27,669,8,5,0,38,669,8,5,0,38,11
01-02,0284,01,WAYZATA,27,807,OAKWOOD EL.,27,519,89,23,22,40,519,89,23,22,40,11
01-02,0284,01,WAYZATA,27,808,SUNSET HILL EL.,27,500,41,24,0,46,500,41,24,0,46,11
01-02,0284,01,WAYZATA,27,810,PLYMOUTH CREEK EL.,27,632,16,12,4,47,632,16,12,4,47,11
01-02,0284,01,WAYZATA,27,811,GLEASON LAKE EL.,27,668,17,6,0,44,747,17,6,0,123,11
01-02,0284,01,WAYZATA,27,812,KIMBERLY LANE EL.,27,692,0,4,5,35,692,0,4,5,35,11
01-02,0286,01,BROOKLYN CENTER,27,012,BROOKLYN CENTER SEC.,27,877,330,98,104,94,877,330,98,104,94,11
01-02,0286,01,BROOKLYN CENTER,27,480,EARLE BROWN EL.,27,832,365,112,147,69,847,367,113,147,84,11
01-02,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,27,243,HARLEY HOPKINS-EC CENTER BASED,27,1,0,0,0,1,13,0,0,0,13,11
01-02,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,27,410,SPECIAL ED ELEMENTARY,27,160,70,5,0,155,160,70,5,0,155,11
01-02,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,27,420,SPECIAL ED ELEM/SECONDARY,27,64,29,0,0,62,73,29,0,0,71,11
01-02,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,27,430,SPECIAL EDUCATION-SECONDARY,27,393,112,12,0,386,393,112,12,0,386,11
01-02,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,27,611,DIST 287 EX-IS ALC,27,65,0,0,0,0,65,0,0,0,0,11
