dat_yer,dst_num,dst_tye,dst_nam,dst_cou,sch_num,sch_nam,sch_cou,enr_k12,fre_k12,rpc_k12,lep_k12,spe_k12,enr_pk12,fre_pk12,rpc_pk12,lep_pk12,spe_pk12,eco_dev
99-00,0199,01,INVER GROVE,19,578,SALEM HILLS EL.,19,354,35,18,29,48,354,35,18,29,48,11
99-00,0199,01,INVER GROVE,19,579,SOUTH GROVE EL.,19,395,55,51,18,51,395,55,51,18,51,11
99-00,0199,01,INVER GROVE,19,580,EARLY CHILDHOOD,19,0,0,0,0,0,48,3,0,0,48,11
99-00,0200,01,HASTINGS,19,129,HASTINGS SR.,19,1809,89,57,0,218,1809,89,57,0,218,11
99-00,0200,01,HASTINGS,19,130,HASTINGS MIDDLE,19,1257,76,58,0,166,1257,76,58,0,166,11
99-00,0200,01,HASTINGS,19,136,HASTINGS ALTERNATIVE CENTER,19,5,0,0,0,0,5,0,0,0,0,11
99-00,0200,01,HASTINGS,19,137,HARBOR SHELTER PROGRAM,19,13,0,0,0,4,13,0,0,0,4,11
99-00,0200,01,HASTINGS,19,138,EARLY CHILDHOOD ECFE,19,0,0,0,0,0,39,1,0,0,39,11
99-00,0200,01,HASTINGS,19,139,SPECIAL SERVICES,19,4,0,0,0,4,4,0,0,0,4,11
99-00,0200,01,HASTINGS,19,608,COOPER EL.,19,274,37,15,0,24,274,37,15,0,24,11
99-00,0200,01,HASTINGS,19,609,KENNEDY EL.,19,447,34,17,0,37,447,34,17,0,37,11
99-00,0200,01,HASTINGS,19,610,PINECREST EL.,19,485,51,41,0,64,485,51,41,0,64,11
99-00,0200,01,HASTINGS,19,611,TILDEN EL.,19,242,33,18,0,22,242,33,18,0,22,11
99-00,0200,01,HASTINGS,19,612,CHRISTA MCAULIFFE EL.,19,596,31,24,0,58,596,31,24,0,58,11
99-00,0203,01,HAYFIELD,20,001,HAYFIELD SEC.,20,526,33,38,0,40,526,33,38,0,40,10
99-00,0203,01,HAYFIELD,20,002,BROWNSDALE EL.,20,116,38,8,0,19,124,39,8,0,27,10
99-00,0203,01,HAYFIELD,20,003,HAYFIELD EL.,20,374,46,40,0,25,374,46,40,0,25,10
99-00,0204,01,KASSON-MANTORVILLE,20,010,KASSON-MANTORVILLE EL.,20,681,51,30,7,42,697,54,30,7,58,10
99-00,0204,01,KASSON-MANTORVILLE,20,020,KASSON-MANTORVILLE INTERM. EL.,20,245,16,11,1,20,245,16,11,1,20,10
99-00,0204,01,KASSON-MANTORVILLE,20,030,KASSON-MANTORVILLE SR.,20,514,18,12,5,53,514,18,12,5,53,10
99-00,0204,01,KASSON-MANTORVILLE,20,040,KASSON-MANTORVILLE MIDDLE,20,278,22,10,3,19,278,22,10,3,19,10
99-00,0204,01,KASSON-MANTORVILLE,20,050,KASSON-MANTORVILLE LEARNING CENTER,20,18,1,0,0,3,18,1,0,0,3,10
99-00,0206,01,ALEXANDRIA,21,110,CARLOS EL.,21,135,26,25,0,21,135,26,25,0,21,04
99-00,0206,01,ALEXANDRIA,21,120,GARFIELD EL.,21,159,29,27,1,22,159,29,27,1,22,04
99-00,0206,01,ALEXANDRIA,21,130,LINCOLN EL.,21,572,70,62,1,64,572,70,62,1,64,04
99-00,0206,01,ALEXANDRIA,21,140,MILTONA EL.,21,130,21,24,0,10,130,21,24,0,10,04
99-00,0206,01,ALEXANDRIA,21,150,WASHINGTON EL.,21,442,131,66,0,67,442,131,66,0,67,04
99-00,0206,01,ALEXANDRIA,21,160,VOYAGER EL.,21,540,47,57,0,85,591,56,59,0,136,04
99-00,0206,01,ALEXANDRIA,21,310,DISCOVERY MIDDLE,21,1078,101,135,0,110,1078,101,135,0,110,04
99-00,0206,01,ALEXANDRIA,21,320,JEFFERSON SR.,21,1143,83,95,4,108,1143,83,95,4,108,04
99-00,0207,01,BRANDON,21,001,BRANDON EL.,21,172,50,21,0,21,173,50,21,0,22,04
99-00,0207,01,BRANDON,21,002,BRANDON SEC.,21,187,44,16,0,8,187,44,16,0,8,04
99-00,0208,01,EVANSVILLE,21,001,EVANSVILLE EL.,21,112,25,24,0,8,113,25,24,0,9,04
99-00,0208,01,EVANSVILLE,21,002,EVANSVILLE SEC.,21,151,30,19,0,10,151,30,19,0,10,04
99-00,0213,01,OSAKIS,21,010,OSAKIS EL.,21,316,83,45,0,42,327,83,45,0,53,04
99-00,0213,01,OSAKIS,21,020,OSAKIS SEC.,21,334,62,27,0,27,334,62,27,0,27,04
99-00,0227,01,CHATFIELD,55,001,CHOSEN VALLEY SEC.,55,466,38,26,1,54,466,38,26,1,54,10
99-00,0227,01,CHATFIELD,55,002,CHOSEN VALLEY EL.,55,478,44,37,1,48,485,44,37,1,55,10
99-00,0229,01,LANESBORO,23,010,LANESBORO EL.,23,196,45,48,0,22,199,47,48,0,25,10
99-00,0229,01,LANESBORO,23,020,LANESBORO SEC.,23,187,42,33,0,19,187,42,33,0,19,10
99-00,0238,01,MABEL-CANTON,23,001,MABEL-CANTON EL.,23,196,48,25,0,21,197,48,25,0,22,10
99-00,0238,01,MABEL-CANTON,23,002,MABEL-CANTON SEC.,23,209,27,25,0,14,209,27,25,0,14,10
99-00,0239,01,RUSHFORD-PETERSON,23,001,RUSHFORD-PETERSON EL.,23,295,46,55,0,34,302,47,55,0,41,10
99-00,0239,01,RUSHFORD-PETERSON,23,002,RUSHFORD-PETERSON SR.,23,260,50,31,0,36,260,50,31,0,36,10
99-00,0239,01,RUSHFORD-PETERSON,23,003,RUSHFORD-PETERSON MIDDLE,23,174,30,25,0,30,174,30,25,0,30,10
99-00,0241,01,ALBERT LEA,24,110,HALVERSON EL.,24,423,117,71,7,70,482,136,72,7,129,10
99-00,0241,01,ALBERT LEA,24,120,HAWTHORNE EL.,24,400,84,49,14,67,400,84,49,14,67,10
99-00,0241,01,ALBERT LEA,24,130,LAKEVIEW EL.,24,441,114,46,16,63,448,114,46,16,70,10
99-00,0241,01,ALBERT LEA,24,140,SIBLEY EL.,24,415,96,46,7,42,415,96,46,7,42,10
99-00,0241,01,ALBERT LEA,24,150,BROOKSIDE MIDDLE,24,621,118,69,8,93,621,118,69,8,93,10
99-00,0241,01,ALBERT LEA,24,310,CENTRAL SR.,24,914,90,56,13,78,914,90,56,13,78,10
99-00,0241,01,ALBERT LEA,24,320,SOUTHWEST JR.,24,651,101,52,6,85,651,101,52,6,85,10
99-00,0241,01,ALBERT LEA,24,350,ALBERT LEA A.L.C.,24,84,37,9,4,4,84,37,9,4,4,10
99-00,0242,01,ALDEN,24,001,ALDEN-CONGER SEC.,24,242,37,28,0,25,242,37,28,0,25,10
99-00,0242,01,ALDEN,24,002,ALDEN-CONGER EL.,24,201,23,25,0,27,201,23,25,0,27,10
99-00,0252,01,CANNON FALLS,25,001,CANNON FALLS EL.,25,772,72,55,0,85,788,72,55,0,101,10
99-00,0252,01,CANNON FALLS,25,002,CANNON FALLS JR.,25,252,29,14,0,27,252,29,14,0,27,10
99-00,0252,01,CANNON FALLS,25,003,CANNON FALLS SR.,25,501,35,29,0,45,501,35,29,0,45,10
99-00,0253,01,GOODHUE,25,001,GOODHUE EL.,25,289,35,36,7,33,293,35,36,7,37,10
99-00,0253,01,GOODHUE,25,002,GOODHUE SEC.,25,303,25,20,0,20,303,25,20,0,20,10
99-00,0255,01,PINE ISLAND,25,010,PINE ISLAND EL.,25,645,106,26,0,63,653,107,27,0,71,10
99-00,0255,01,PINE ISLAND,25,020,PINE ISLAND SEC.,25,599,44,19,0,45,599,44,19,0,45,10
99-00,0256,01,RED WING,25,107,TOWER VIEW OPPORTUNITY PROGRAM AL,25,50,2,1,0,3,50,2,1,0,3,10
99-00,0256,01,RED WING,25,108,RED WING SR.,25,1157,103,48,6,126,1157,103,48,6,126,10
99-00,0256,01,RED WING,25,109,TWIN BLUFF MIDDLE,25,824,109,32,0,99,824,109,32,0,99,10
99-00,0256,01,RED WING,25,537,BURNSIDE EL.,25,608,85,27,7,72,608,85,27,7,72,10
99-00,0256,01,RED WING,25,540,JEFFERSON EL.,25,262,40,20,0,38,262,40,20,0,38,10
99-00,0256,01,RED WING,25,541,SUNNYSIDE EL.,25,458,65,32,1,71,458,65,32,1,71,10
99-00,0256,01,RED WING,25,542,COLVILL FAMILY EDUCATION CENTER,25,0,0,0,0,0,42,7,2,0,42,10
99-00,0256,01,RED WING,25,543,RED WING ALC,25,9,3,0,0,1,9,3,0,0,1,10
99-00,0256,60,CORRECTIONAL FACILITY-RED WING,25,001,CORRECTIONAL FACILITY-RED WING,25,37,0,0,0,37,37,0,0,0,37,10
99-00,0261,01,ASHBY,26,010,ASHBY EL.,26,182,33,23,0,16,182,33,23,0,16,04
99-00,0261,01,ASHBY,26,020,ASHBY SEC.,26,165,25,16,0,14,165,25,16,0,14,04
99-00,0264,01,HERMAN-NORCROSS,26,001,HERMAN EL.,26,79,28,8,0,5,81,28,8,0,7,04
99-00,0264,01,HERMAN-NORCROSS,26,002,HERMAN SEC.,26,89,15,3,0,16,89,15,3,0,16,04
99-00,0270,01,HOPKINS,27,076,HENN CO HOME-SCH-EPSILON-BETA,27,13,0,0,0,5,13,0,0,0,5,11
99-00,0270,01,HOPKINS,27,079,HENN CO HOME SCH-EPSILON-ALPHA,27,103,0,0,0,48,103,0,0,0,48,11
99-00,0270,01,HOPKINS,27,183,DELTA,27,21,1,0,0,20,21,1,0,0,20,11
99-00,0270,01,HOPKINS,27,185,OMEGON,27,25,0,0,0,10,25,0,0,0,10,11
99-00,0270,01,HOPKINS,27,282,HOPKINS SR.,27,1966,84,25,42,195,1966,84,25,42,195,11
99-00,0270,01,HOPKINS,27,378,HOPKINS NORTH JR.,27,1022,106,15,29,115,1022,106,15,29,115,11
99-00,0270,01,HOPKINS,27,380,HOPKINS WEST JR.,27,973,65,19,30,100,973,65,19,30,100,11
99-00,0270,01,HOPKINS,27,561,ALICE SMITH EL.,27,533,68,23,32,44,533,68,23,32,44,11
99-00,0270,01,HOPKINS,27,563,GLEN LAKE EL.,27,576,6,0,0,52,576,6,0,0,52,11
99-00,0270,01,HOPKINS,27,564,HARLEY HOPKINS FAMILY CNTR.,27,0,0,0,0,0,59,0,0,0,59,11
99-00,0270,01,HOPKINS,27,565,KATHERINE CURREN EL.,27,399,74,38,24,38,399,74,38,24,38,11
99-00,0270,01,HOPKINS,27,566,EISENHOWER EL.,27,832,121,29,54,79,832,121,29,54,79,11
99-00,0270,01,HOPKINS,27,567,L.H. TANGLEN EL.,27,717,54,10,30,48,717,54,10,30,48,11
99-00,0270,01,HOPKINS,27,569,GATEWOOD EL.,27,676,47,28,42,60,676,47,28,42,60,11
99-00,0270,01,HOPKINS,27,570,MEADOWBROOK EL.,27,548,20,7,11,42,548,20,7,11,42,11
99-00,0271,01,BLOOMINGTON,27,007,KENNEDY SR.,27,1701,216,110,74,176,1701,216,110,74,176,11
99-00,0271,01,BLOOMINGTON,27,009,JEFFERSON SR.,27,1862,59,50,3,143,1862,59,50,3,143,11
99-00,0271,01,BLOOMINGTON,27,013,OAK GROVE INTER. EL.,27,1537,217,117,21,185,1537,217,117,21,185,11
99-00,0271,01,BLOOMINGTON,27,345,BRAVO JR.,27,229,60,31,0,28,229,60,31,0,28,11
99-00,0271,01,BLOOMINGTON,27,346,OLSON JR.,27,1451,139,75,0,122,1451,139,75,0,122,11
99-00,0271,01,BLOOMINGTON,27,432,WASHBURN EL.,27,485,80,40,31,33,485,80,40,31,33,11
99-00,0271,01,BLOOMINGTON,27,443,HILLCREST EL.,27,411,31,12,0,28,411,31,12,0,28,11
99-00,0271,01,BLOOMINGTON,27,446,INDIAN MOUNDS EL.,27,384,53,40,3,39,384,53,40,3,39,11
99-00,0271,01,BLOOMINGTON,27,447,OLSON EL.,27,460,33,30,5,38,460,33,30,5,38,11
99-00,0271,01,BLOOMINGTON,27,448,OAK GROVE EL.,27,369,104,36,25,32,369,104,36,25,32,11
99-00,0271,01,BLOOMINGTON,27,450,NORMANDALE HILLS EL.,27,366,18,11,1,24,366,18,11,1,24,11
99-00,0271,01,BLOOMINGTON,27,454,POPLAR BRIDGE EL.,27,444,22,16,2,33,444,22,16,2,33,11
99-00,0271,01,BLOOMINGTON,27,455,RIDGEVIEW EL.,27,329,39,24,4,27,329,39,24,4,27,11
99-00,0271,01,BLOOMINGTON,27,458,SOUTHWOOD EARLY CHILDHOOD,27,4,0,0,0,1,119,8,2,0,116,11
99-00,0271,01,BLOOMINGTON,27,459,VALLEY VIEW EL.,27,452,181,63,67,37,452,181,63,67,37,11
99-00,0271,01,BLOOMINGTON,27,461,WESTWOOD EL.,27,409,20,26,1,49,409,20,26,1,49,11
99-00,0272,01,EDEN PRAIRIE,27,064,EDEN PRAIRIE SR.,27,2929,101,24,49,273,2929,101,24,49,273,11
99-00,0272,01,EDEN PRAIRIE,27,065,CENTRAL MIDDLE SCHOOL,27,1683,66,14,34,145,1683,66,14,34,145,11
99-00,0272,01,EDEN PRAIRIE,27,112,NEW CONNECTIONS AT EPS,27,7,0,0,0,1,7,0,0,0,1,11
99-00,0272,01,EDEN PRAIRIE,27,880,OAK POINT INTERMEDIATE EL.,27,1693,73,29,58,164,1693,73,29,58,164,11
99-00,0272,01,EDEN PRAIRIE,27,881,PRAIRIE VIEW EL.,27,728,10,1,17,79,728,10,1,17,79,11
99-00,0272,01,EDEN PRAIRIE,27,882,FOREST HILLS EL.,27,739,64,19,51,75,739,64,19,51,75,11
99-00,0272,01,EDEN PRAIRIE,27,883,EDEN LAKE EL.,27,882,63,15,48,67,882,63,15,48,67,11
99-00,0272,01,EDEN PRAIRIE,27,884,EARLY CHILDHOOD SP. ED.,27,0,0,0,0,0,125,0,0,0,125,11
99-00,0272,01,EDEN PRAIRIE,27,885,CENTRAL KINDERGARTEN CENTER,27,696,0,0,36,33,696,0,0,36,33,11
99-00,0272,01,EDEN PRAIRIE,27,887,CEDAR RIDGE EL.,27,816,10,3,15,68,816,10,3,15,68,11
99-00,0273,01,EDINA,27,010,SOBRIETY HIGH,27,46,0,0,0,0,46,0,0,0,0,11
99-00,0273,01,EDINA,27,019,SOUTH VIEW MIDDLE,27,900,16,5,3,104,900,16,5,3,104,11
99-00,0273,01,EDINA,27,020,VALLEY VIEW MIDDLE,27,1202,14,2,5,102,1202,14,2,5,102,11
99-00,0273,01,EDINA,27,021,EDINA SR.,27,1500,24,6,10,144,1500,24,6,10,144,11
99-00,0273,01,EDINA,27,515,SPECIAL ED-NON PUBLIC,27,8,0,0,0,6,8,0,0,0,6,11
99-00,0273,01,EDINA,27,526,CONCORD EL.,27,627,7,8,1,50,627,7,8,1,50,11
99-00,0273,01,EDINA,27,527,CORNELIA EL.,27,508,20,15,29,33,508,20,15,29,33,11
99-00,0273,01,EDINA,27,528,COUNTRYSIDE EL.,27,481,5,4,10,46,481,5,4,10,46,11
99-00,0273,01,EDINA,27,529,HIGHLANDS EL.,27,516,4,2,2,52,516,4,2,2,52,11
99-00,0273,01,EDINA,27,532,CREEK VALLEY EL.,27,550,14,2,7,52,550,14,2,7,52,11
99-00,0273,01,EDINA,27,533,NORMANDALE EL.,27,564,3,3,1,35,564,3,3,1,35,11
99-00,0273,01,EDINA,27,535,EARLY CHILDHOOD SPECIAL ED,27,0,0,0,0,0,98,0,0,0,98,11
99-00,0276,01,MINNETONKA,27,074,MINNETONKA SR.,27,2151,29,18,1,223,2151,29,18,1,223,11
99-00,0276,01,MINNETONKA,27,075,MINNETONKA EAST MIDDLE,27,881,11,11,0,105,881,11,11,0,105,11
99-00,0276,01,MINNETONKA,27,175,MINNETONKA WEST MIDDLE,10,945,26,11,0,107,945,26,11,0,107,11
99-00,0276,01,MINNETONKA,27,601,CLEAR SPRINGS EL.,27,569,17,7,0,71,569,17,7,0,71,11
99-00,0276,01,MINNETONKA,27,602,DEEPHAVEN EL.,27,654,15,2,0,46,654,15,2,0,46,11
99-00,0276,01,MINNETONKA,27,603,EXCELSIOR EL.,27,632,18,11,0,71,632,18,11,0,71,11
99-00,0276,01,MINNETONKA,27,604,GROVELAND EL.,27,572,6,4,0,69,572,6,4,0,69,11
99-00,0276,01,MINNETONKA,27,605,MINNEWASHTA EL.,27,706,19,8,0,56,706,19,8,0,56,11
99-00,0276,01,MINNETONKA,27,606,SCENIC HEIGHTS EL.,27,540,4,6,0,56,540,4,6,0,56,11
99-00,0276,01,MINNETONKA,27,900,DEEPHAVEN EDUCATION CENTER,27,0,0,0,0,0,65,0,0,0,65,11
99-00,0276,01,MINNETONKA,27,906,SPECIAL REPORTING,27,6,0,0,0,5,6,0,0,0,5,11
99-00,0277,01,WESTONKA,27,062,MOUND-WESTONKA SR.,27,947,51,45,5,132,947,51,45,5,132,11
99-00,0277,01,WESTONKA,27,063,GRANDVIEW MIDDLE,27,535,33,27,1,74,535,33,27,1,74,11
99-00,0277,01,WESTONKA,27,615,SHIRLEY HILLS PRIMARY EL.,27,429,37,28,12,55,429,37,28,12,55,11
99-00,0277,01,WESTONKA,27,616,HILLTOP PRIMARY EL.,27,418,22,10,1,42,418,22,10,1,42,11
99-00,0277,01,WESTONKA,27,618,EARLY CHILDHOOD SP. ED.,27,0,0,0,0,0,22,0,0,0,22,11
99-00,0278,01,ORONO,27,030,ORONO SR.,27,836,23,8,2,63,836,23,8,2,63,11
99-00,0278,01,ORONO,27,031,ORONO MIDDLE,27,854,23,23,4,72,854,23,23,4,72,11
99-00,0278,01,ORONO,27,661,SCHUMANN EL.,27,607,16,22,6,64,607,16,22,6,64,11
99-00,0278,01,ORONO,27,663,ORONO PRIMARY EL.,27,258,6,7,0,15,272,7,7,0,29,11
99-00,0279,01,OSSEO,27,024,SOAR-PARK CENTER,27,60,13,2,0,0,60,13,2,0,0,11
99-00,0279,01,OSSEO,27,032,OSSEO SR.,27,1623,121,69,35,134,1623,121,69,35,134,11
99-00,0279,01,OSSEO,27,033,BROOKLYN JR.,27,1082,165,97,0,95,1082,165,97,0,95,11
99-00,0279,01,OSSEO,27,034,OSSEO JR.,27,1266,24,33,0,136,1266,24,33,0,136,11
99-00,0279,01,OSSEO,27,040,HIGH SCHOOL DIPLOMA PROGRAM,27,75,0,0,0,1,75,0,0,0,1,11
99-00,0279,01,OSSEO,27,041,SOAR MAPLE  GROVE SENIOR,27,59,0,0,0,5,59,0,0,0,5,11
99-00,0279,01,OSSEO,27,042,OSSEO SECONDARY TRANSITION CENTER,27,20,4,0,0,20,20,4,0,0,20,11
99-00,0279,01,OSSEO,27,066,SOAR-OSSEO SENIOR,27,62,1,1,0,5,62,1,1,0,5,11
99-00,0279,01,OSSEO,27,086,NORTH VIEW JR.,27,1089,285,121,0,128,1089,285,121,0,128,11
99-00,0279,01,OSSEO,27,088,PARK CENTER SR.,27,1523,279,105,77,137,1523,279,105,77,137,11
99-00,0279,01,OSSEO,27,090,MAPLE GROVE SR.,27,1752,16,25,0,114,1752,16,25,0,114,11
99-00,0279,01,OSSEO,27,094,MAPLE GROVE JR.,27,1632,93,40,86,142,1632,93,40,86,142,11
99-00,0279,01,OSSEO,27,668,EDINBROOK EL.,27,825,34,29,27,69,825,34,29,27,69,11
99-00,0279,01,OSSEO,27,669,RUSH CREEK EL.,27,857,8,25,0,56,857,8,25,0,56,11
99-00,0279,01,OSSEO,27,670,BASSWOOD EL.,27,780,32,10,0,67,780,32,10,0,67,11
99-00,0279,01,OSSEO,27,671,BIRCH GROVE EL.,27,633,126,70,32,72,633,126,70,32,72,11
99-00,0279,01,OSSEO,27,672,CREST VIEW EL.,27,511,180,72,0,68,511,180,72,0,68,11
99-00,0279,01,OSSEO,27,673,EDGEWOOD EL.,27,443,63,52,64,50,443,63,52,64,50,11
99-00,0279,01,OSSEO,27,674,FAIR OAKS EL.,27,440,177,48,42,52,440,177,48,42,52,11
99-00,0279,01,OSSEO,27,675,GARDEN CITY EL.,27,363,118,64,49,33,363,118,64,49,33,11
99-00,0279,01,OSSEO,27,676,ORCHARD LANE EL.,27,419,153,67,46,46,419,153,67,46,46,11
99-00,0279,01,OSSEO,27,677,OSSEO EL.,27,307,28,13,0,36,307,28,13,0,36,11
99-00,0279,01,OSSEO,27,678,PALMER LAKE EL.,27,566,73,43,38,74,566,73,43,38,74,11
99-00,0279,01,OSSEO,27,679,PARK BROOK EL.,27,350,130,41,36,47,350,130,41,36,47,11
99-00,0279,01,OSSEO,27,680,WILLOW LANE EL.,27,325,108,29,0,33,325,108,29,0,33,11
99-00,0279,01,OSSEO,27,681,ZANEWOOD EL.,27,452,187,70,0,37,452,187,70,0,37,11
99-00,0279,01,OSSEO,27,682,CEDAR ISLAND EL.,27,694,36,13,0,72,694,36,13,0,72,11
99-00,0279,01,OSSEO,27,684,ELM CREEK EL.,27,816,25,30,0,81,816,25,30,0,81,11
99-00,0279,01,OSSEO,27,685,RICE LAKE EL.,27,635,34,20,41,58,635,34,20,41,58,11
99-00,0279,01,OSSEO,27,689,FERNBROOK EL.,27,641,15,15,0,84,641,15,15,0,84,11
99-00,0279,01,OSSEO,27,693,WEAVER LAKE EL.,27,799,4,8,0,56,799,4,8,0,56,11
99-00,0279,01,OSSEO,27,696,OAK VIEW EL.,27,803,29,7,0,86,803,29,7,0,86,11
99-00,0279,01,OSSEO,27,697,EARLY CHILDHOOD SPECIAL EDUCATION,27,0,0,0,0,0,269,12,2,0,269,11
99-00,0280,01,RICHFIELD,27,035,RICHFIELD SR.,27,1305,161,68,39,116,1305,161,68,39,116,11
99-00,0280,01,RICHFIELD,27,036,RICHFIELD INTER. EL.,27,983,190,89,72,101,983,190,89,72,101,11
99-00,0280,01,RICHFIELD,27,037,RICHFIELD MIDDLE,27,971,177,84,59,126,971,177,84,59,126,11
99-00,0280,01,RICHFIELD,27,695,CENTENNIAL EL.,27,467,104,56,90,44,467,104,56,90,44,11
99-00,0280,01,RICHFIELD,27,698,ELLIOT SPECIAL ED,27,0,0,0,0,0,63,1,0,0,63,11
99-00,0280,01,RICHFIELD,27,699,SEC. SP. ED.,27,18,4,2,0,18,18,4,2,0,18,11
99-00,0280,01,RICHFIELD,27,701,SHERIDAN HILLS EL.,27,426,57,29,44,44,426,57,29,44,44,11
99-00,0281,01,ROBBINSDALE,27,003,CAVANAGH EARLY CHILDHOOD CENTER,27,74,11,10,0,2,74,11,10,0,2,11
99-00,0281,01,ROBBINSDALE,27,004,FOREST EL.,27,489,83,61,25,39,489,83,61,25,39,11
99-00,0281,01,ROBBINSDALE,27,006,LAKEVIEW EL.,27,403,77,36,22,31,403,77,36,22,31,11
99-00,0281,01,ROBBINSDALE,27,009,LINCOLN BUILDING EL,27,36,6,5,0,3,36,6,5,0,3,11
99-00,0281,01,ROBBINSDALE,27,010,MEADOW LAKE EL.,27,602,231,72,36,63,602,231,72,36,63,11
99-00,0281,01,ROBBINSDALE,27,011,NEILL EL.,27,559,85,52,32,27,559,85,52,32,27,11
99-00,0281,01,ROBBINSDALE,27,012,LANGUAGE IMMERSION EL.,27,643,25,31,2,16,643,25,31,2,16,11
99-00,0281,01,ROBBINSDALE,27,013,NEW HOPE EL.,27,428,135,53,51,35,428,135,53,51,35,11
99-00,0281,01,ROBBINSDALE,27,017,NOBLE EL.,27,427,50,34,18,30,427,50,34,18,30,11
99-00,0281,01,ROBBINSDALE,27,019,NORTHPORT EL.,27,562,222,68,80,53,562,222,68,80,53,11
99-00,0281,01,ROBBINSDALE,27,020,PILGRIM LANE EL.,27,502,60,23,40,25,502,60,23,40,25,11
99-00,0281,01,ROBBINSDALE,27,022,SONNESYN EL.,27,595,85,34,30,36,595,85,34,30,36,11
99-00,0281,01,ROBBINSDALE,27,023,SUNNY HOLLOW EL.,27,542,85,42,1,59,542,85,42,1,59,11
99-00,0281,01,ROBBINSDALE,27,030,ZACHARY LANE EL.,27,523,11,11,1,26,523,11,11,1,26,11
99-00,0281,01,ROBBINSDALE,27,035,HOSTERMAN MIDDLE,27,763,264,91,60,107,763,264,91,60,107,11
99-00,0281,01,ROBBINSDALE,27,040,PLYMOUTH MIDDLE,27,1023,64,37,6,88,1023,64,37,6,88,11
99-00,0281,01,ROBBINSDALE,27,043,TECHNOLOGY & LANGUAGE MIDDLE,27,660,64,37,1,46,660,64,37,1,46,11
99-00,0281,01,ROBBINSDALE,27,045,SANDBURG MIDDLE,27,813,119,80,43,89,813,119,80,43,89,11
99-00,0281,01,ROBBINSDALE,27,050,ROBBINSDALE COOPER SR.,27,1927,289,142,7,195,1927,289,142,7,195,11
99-00,0281,01,ROBBINSDALE,27,053,ROBBINSDALE ARMSTRONG SR.,27,2123,146,64,89,167,2123,146,64,89,167,11
99-00,0281,01,ROBBINSDALE,27,101,SHARED TIME,27,2,0,0,0,2,2,0,0,0,2,11
99-00,0281,01,ROBBINSDALE,27,103,CENTER BASED,27,0,0,0,0,0,104,0,0,0,104,11
99-00,0282,01,ST. ANTHONY-NEW BRIGHTON,27,020,ST. ANTHONY VILLAGE SR.,27,482,10,18,4,37,482,10,18,4,37,11
99-00,0282,01,ST. ANTHONY-NEW BRIGHTON,27,040,WILSHIRE PARK EL.,27,619,14,15,12,58,624,14,15,12,63,11
99-00,0282,01,ST. ANTHONY-NEW BRIGHTON,27,050,ST. ANTHONY MIDDLE,27,379,17,13,6,49,379,17,13,6,49,11
99-00,0283,01,ST. LOUIS PARK,27,040,ST. LOUIS PARK SR.,27,1221,110,50,40,167,1221,110,50,40,167,11
99-00,0283,01,ST. LOUIS PARK,27,042,ST. LOUIS PARK JR.,27,661,103,37,29,96,661,103,37,29,96,11
99-00,0283,01,ST. LOUIS PARK,27,043,SHOC-ALP,27,15,0,0,0,4,15,0,0,0,4,11
99-00,0283,01,ST. LOUIS PARK,27,745,AQUILA EL.,27,522,122,41,56,59,522,122,41,56,59,11
99-00,0283,01,ST. LOUIS PARK,27,747,CEDAR MANOR EL.,27,475,103,44,49,86,475,103,44,49,86,11
99-00,0283,01,ST. LOUIS PARK,27,754,PETER HOBART EL.,27,531,66,31,5,39,531,66,31,5,39,11
99-00,0283,01,ST. LOUIS PARK,27,755,SUSAN LINDGREN EL.,27,548,85,33,14,90,548,85,33,14,90,11
99-00,0283,01,ST. LOUIS PARK,27,756,SPECIAL ED.,27,0,0,0,0,0,24,0,0,0,24,11
99-00,0283,01,ST. LOUIS PARK,27,757,SPECIAL ED.,27,8,0,0,0,8,8,0,0,0,8,11
99-00,0283,01,ST. LOUIS PARK,27,758,PARK SPANISH IMMERSION EL.,27,276,8,6,0,10,276,8,6,0,10,11
99-00,0284,01,WAYZATA,27,050,WAYZATA SR.,27,2704,97,27,0,211,2704,97,27,0,211,11
99-00,0284,01,WAYZATA,27,051,WAYZATA WEST MIDDLE,27,624,17,8,0,62,624,17,8,0,62,11
99-00,0284,01,WAYZATA,27,052,WAYZATA EAST MIDDLE,27,710,26,15,0,74,710,26,15,0,74,11
99-00,0284,01,WAYZATA,27,053,WAYZATA CENTRAL MIDDLE,27,851,38,16,0,73,851,38,16,0,73,11
99-00,0284,01,WAYZATA,27,804,BIRCHVIEW EL.,27,492,24,12,0,56,492,24,12,0,56,11
99-00,0284,01,WAYZATA,27,806,GREENWOOD EL.,27,672,4,4,0,34,672,4,4,0,34,11
99-00,0284,01,WAYZATA,27,807,OAKWOOD EL.,27,523,64,12,0,38,523,64,12,0,38,11
99-00,0284,01,WAYZATA,27,808,SUNSET HILL EL.,27,534,34,26,0,53,534,34,26,0,53,11
99-00,0284,01,WAYZATA,27,810,PLYMOUTH CREEK EL.,27,616,3,10,0,40,616,3,10,0,40,11
99-00,0284,01,WAYZATA,27,811,GLEASON LAKE EL.,27,562,20,14,0,37,635,22,14,0,110,11
99-00,0284,01,WAYZATA,27,812,KIMBERLY LANE EL.,27,805,21,14,0,41,805,21,14,0,41,11
