dat_yer,dst_num,dst_tye,dst_nam,dst_cou,sch_num,sch_nam,sch_cou,enr_k12,fre_k12,rpc_k12,lep_k12,spe_k12,enr_pk12,fre_pk12,rpc_pk12,lep_pk12,spe_pk12,eco_dev
03-04,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,19,720,OAK RIDGE EL.,19,662,71,28,63,92,662,71,28,63,92,11
03-04,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,19,764,GLACIER HILLS EL.,19,521,116,26,68,85,521,116,26,68,85,11
03-04,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,19,765,RED PINE EL.,19,815,49,14,31,64,815,49,14,31,64,11
03-04,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,19,928,COOPERATIVE AREA LEARNING PRG.,19,6,0,1,1,0,6,0,1,1,0,11
03-04,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,19,052,FRIENDLY HILLS MID.,19,701,106,40,31,102,701,106,40,31,102,11
03-04,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,19,053,HENRY SIBLEY SR.,19,1532,168,75,57,226,1532,168,75,57,226,11
03-04,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,19,054,HERITAGE MID.,19,784,141,87,33,134,784,141,87,33,134,11
03-04,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,19,815,MORELAND EL.,19,362,99,52,42,46,362,99,52,42,46,11
03-04,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,19,816,MENDOTA EL.,19,351,23,13,6,47,351,23,13,6,47,11
03-04,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,19,817,GARLOUGH EL.,19,330,150,51,106,52,330,150,51,106,52,11
03-04,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,19,819,SOMERSET EL.,19,257,33,15,18,28,257,33,15,18,28,11
03-04,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,19,820,PILOT KNOB EL.,19,380,88,22,49,38,380,88,22,49,38,11
03-04,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,19,821,SPECIAL ED.,19,4,0,0,0,4,92,1,2,0,92,11
03-04,0199,01,INVER GROVE HEIGHTS SCHOOLS,19,026,SIMLEY SR.,19,1239,127,40,30,183,1239,127,40,30,183,11
03-04,0199,01,INVER GROVE HEIGHTS SCHOOLS,19,027,INVER GROVE HEIGHTS MID.,19,884,123,52,23,122,884,123,52,23,122,11
03-04,0199,01,INVER GROVE HEIGHTS SCHOOLS,19,226,SIMLEY ALTERNATIVE PROGRAM,19,84,8,10,2,2,84,8,10,2,2,11
03-04,0199,01,INVER GROVE HEIGHTS SCHOOLS,19,574,ATHENEUM EL.,19,63,2,3,0,4,63,2,3,0,4,11
03-04,0199,01,INVER GROVE HEIGHTS SCHOOLS,19,575,HILLTOP EL.,19,430,90,27,22,59,430,90,27,22,59,11
03-04,0199,01,INVER GROVE HEIGHTS SCHOOLS,19,577,PINE BEND EL.,19,474,55,38,19,58,474,55,38,19,58,11
03-04,0199,01,INVER GROVE HEIGHTS SCHOOLS,19,578,SALEM HILLS EL.,19,304,50,24,21,48,304,50,24,21,48,11
03-04,0199,01,INVER GROVE HEIGHTS SCHOOLS,19,579,SOUTH GROVE EL.,19,341,77,39,16,57,341,77,39,16,57,11
03-04,0199,01,INVER GROVE HEIGHTS SCHOOLS,19,580,EARLY CHILDHOOD,19,0,0,0,0,0,59,10,0,0,59,11
03-04,0200,01,HASTINGS,19,129,HASTINGS SR.,19,1780,89,40,3,231,1780,89,40,3,231,11
03-04,0200,01,HASTINGS,19,130,HASTINGS MID.,19,1243,120,68,5,148,1243,120,68,5,148,11
03-04,0200,01,HASTINGS,19,136,HASTINGS ALTERNATIVE CENTER,19,47,2,0,0,5,47,2,0,0,5,11
03-04,0200,01,HASTINGS,19,137,HARBOR SHELTER PROGRAM,19,23,0,0,0,0,23,0,0,0,0,11
03-04,0200,01,HASTINGS,19,138,EARLY CHILDHOOD ECFE,19,0,0,0,0,0,53,4,2,0,53,11
03-04,0200,01,HASTINGS,19,139,SPECIAL SERVICES,19,3,0,0,0,3,3,0,0,0,3,11
03-04,0200,01,HASTINGS,19,609,KENNEDY EL.,19,539,70,49,1,65,539,70,49,1,65,11
03-04,0200,01,HASTINGS,19,610,PINECREST EL.,19,572,61,26,10,48,572,61,26,10,48,11
03-04,0200,01,HASTINGS,19,611,TILDEN EL.,19,315,37,16,3,22,315,37,16,3,22,11
03-04,0200,01,HASTINGS,19,612,CHRISTA MCAULIFFE EL.,19,571,85,30,3,73,571,85,30,3,73,11
03-04,0203,01,HAYFIELD,20,001,HAYFIELD SEC.,20,434,66,28,3,37,434,66,28,3,37,10
03-04,0203,01,HAYFIELD,20,002,BROWNSDALE EL.,20,98,33,8,4,20,111,38,8,4,33,10
03-04,0203,01,HAYFIELD,20,003,HAYFIELD EL.,20,373,56,32,13,45,375,56,32,13,47,10
03-04,0204,01,KASSON-MANTORVILLE,20,010,KASSON-MANTORVILLE EL.,20,779,70,32,10,46,788,70,33,10,55,10
03-04,0204,01,KASSON-MANTORVILLE,20,020,KASSON-MANTORVILLE INTERM. EL.,20,289,23,10,0,20,289,23,10,0,20,10
03-04,0204,01,KASSON-MANTORVILLE,20,030,KASSON-MANTORVILLE SR.,20,494,30,15,3,41,494,30,15,3,41,10
03-04,0204,01,KASSON-MANTORVILLE,20,040,KASSON-MANTORVILLE MID.,20,311,23,12,1,24,311,23,12,1,24,10
03-04,0204,01,KASSON-MANTORVILLE,20,050,KASSON-MANTORVILLE LEARNING CTR.,20,13,1,0,0,0,13,1,0,0,0,10
03-04,0206,01,ALEXANDRIA,21,110,CARLOS EL.,21,120,20,21,0,15,120,20,21,0,15,04
03-04,0206,01,ALEXANDRIA,21,120,GARFIELD EL.,21,135,21,20,3,18,135,21,20,3,18,04
03-04,0206,01,ALEXANDRIA,21,130,LINCOLN EL.,21,540,61,46,4,83,540,61,46,4,83,04
03-04,0206,01,ALEXANDRIA,21,140,MILTONA EL.,21,125,14,14,0,21,125,14,14,0,21,04
03-04,0206,01,ALEXANDRIA,21,150,WASHINGTON EL.,21,395,133,58,2,80,395,133,58,2,80,04
03-04,0206,01,ALEXANDRIA,21,160,VOYAGER EL.,21,599,51,50,0,87,672,66,56,0,160,04
03-04,0206,01,ALEXANDRIA,21,310,DISCOVERY JR.,21,1075,130,102,1,141,1075,130,102,1,141,04
03-04,0206,01,ALEXANDRIA,21,320,JEFFERSON SR.,21,1091,104,82,1,126,1091,104,82,1,126,04
03-04,0207,01,BRANDON,21,001,BRANDON EL.,21,146,27,15,0,19,152,29,15,0,25,04
03-04,0207,01,BRANDON,21,002,BRANDON SEC.,21,158,22,18,0,12,158,22,18,0,12,04
03-04,0208,01,EVANSVILLE,21,001,EVANSVILLE EL.,21,107,29,18,0,14,110,30,18,0,17,04
03-04,0208,01,EVANSVILLE,21,002,EVANSVILLE SEC.,21,112,21,16,0,11,112,21,16,0,11,04
03-04,0213,01,OSAKIS,21,010,OSAKIS EL.,21,306,71,28,1,36,315,71,28,1,45,04
03-04,0213,01,OSAKIS,21,020,OSAKIS SEC.,21,351,80,24,0,34,351,80,24,0,34,04
03-04,0227,01,CHATFIELD,55,001,CHOSEN VALLEY SEC.,55,435,38,22,0,49,435,38,22,0,49,10
03-04,0227,01,CHATFIELD,55,002,CHOSEN VALLEY EL.,23,497,47,22,0,52,504,47,22,0,59,10
03-04,0229,01,LANESBORO,23,010,LANESBORO EL.,23,169,59,21,0,24,170,60,21,0,25,10
03-04,0229,01,LANESBORO,23,020,LANESBORO SEC.,23,180,50,22,0,20,180,50,22,0,20,10
03-04,0238,01,MABEL-CANTON,23,001,MABEL-CANTON EL.,23,129,23,21,0,18,129,23,21,0,18,10
03-04,0238,01,MABEL-CANTON,23,002,MABEL-CANTON SEC.,23,134,16,12,0,16,134,16,12,0,16,10
03-04,0238,01,MABEL-CANTON,23,003,MABEL-CANTON MIDDLE,23,102,23,12,0,11,102,23,12,0,11,10
03-04,0239,01,RUSHFORD-PETERSON,23,001,RUSHFORD-PETERSON EL.,23,280,64,41,0,32,290,67,42,0,42,10
03-04,0239,01,RUSHFORD-PETERSON,23,002,RUSHFORD-PETERSON SR.,23,232,30,37,0,36,232,30,37,0,36,10
03-04,0239,01,RUSHFORD-PETERSON,23,003,RUSHFORD-PETERSON MID.,23,170,38,33,0,28,170,38,33,0,28,10
03-04,0241,01,ALBERT LEA,24,110,HALVERSON EL.,24,400,140,53,33,88,473,152,55,33,161,10
03-04,0241,01,ALBERT LEA,24,120,HAWTHORNE EL.,24,423,124,51,24,71,423,124,51,24,71,10
03-04,0241,01,ALBERT LEA,24,130,LAKEVIEW EL.,24,446,129,40,46,90,446,129,40,46,90,10
03-04,0241,01,ALBERT LEA,24,140,SIBLEY EL.,24,429,127,39,36,60,429,127,39,36,60,10
03-04,0241,01,ALBERT LEA,24,310,ALBERT LEA SR.,24,1217,186,121,25,158,1217,186,121,25,158,10
03-04,0241,01,ALBERT LEA,24,320,SOUTHWEST JR.,24,573,132,67,33,102,573,132,67,33,102,10
03-04,0241,01,ALBERT LEA,24,350,ALBERT LEA ALC,24,83,33,7,6,11,83,33,7,6,11,10
03-04,0242,01,ALDEN,24,001,ALDEN-CONGER SEC.,24,228,37,26,0,34,228,37,26,0,34,10
03-04,0242,01,ALDEN,24,002,ALDEN-CONGER EL.,24,202,42,29,2,34,205,42,30,2,37,10
03-04,0252,01,CANNON FALLS,25,001,CANNON FALLS EL.,25,598,72,34,2,73,607,72,34,2,82,10
03-04,0252,01,CANNON FALLS,25,002,CANNON FALLS SEC.,25,814,82,45,1,108,814,82,45,1,108,10
03-04,0253,01,GOODHUE,25,001,GOODHUE EL.,25,324,45,31,3,30,326,45,31,3,32,10
03-04,0253,01,GOODHUE,25,002,GOODHUE SEC.,25,274,20,17,0,26,274,20,17,0,26,10
03-04,0255,01,PINE ISLAND,25,010,PINE ISLAND EL.,25,435,49,16,0,36,446,50,16,0,47,10
03-04,0255,01,PINE ISLAND,25,015,PINE ISLAND MID.,25,411,60,18,0,35,411,60,18,0,35,10
03-04,0255,01,PINE ISLAND,25,020,PINE ISLAND SEC.,25,390,31,8,0,24,390,31,8,0,24,10
03-04,0256,01,RED WING,25,107,TOWER VIEW OPPORTUNITY PROGRAM ALC,25,59,11,6,0,7,59,11,6,0,7,10
03-04,0256,01,RED WING,25,108,RED WING SR.,25,1064,108,36,11,106,1064,108,36,11,106,10
03-04,0256,01,RED WING,25,109,TWIN BLUFF MID.,25,682,102,31,4,76,682,102,31,4,76,10
03-04,0256,01,RED WING,25,537,BURNSIDE EL.,25,596,112,34,9,94,596,112,34,9,94,10
03-04,0256,01,RED WING,25,541,SUNNYSIDE EL.,25,542,106,25,14,57,542,106,25,14,57,10
03-04,0256,01,RED WING,25,542,COLVILL FAMILY EDUCATION CENTER,25,0,0,0,0,0,50,4,2,0,50,10
03-04,0256,01,RED WING,25,543,RED WING ALC,25,18,6,0,1,1,18,6,0,1,1,10
03-04,0256,60,CORRECTIONAL FACILITY-RED WING,25,001,WALTER MAGINNIS HIGH SCHOOL,25,50,0,50,0,50,50,0,50,0,50,10
03-04,0261,01,ASHBY,26,010,ASHBY EL.,26,140,35,4,0,10,143,35,4,0,13,04
03-04,0261,01,ASHBY,26,020,ASHBY SEC.,26,149,27,2,0,12,149,27,2,0,12,04
03-04,0264,01,HERMAN-NORCROSS,26,001,HERMAN EL.,26,60,20,8,0,9,63,20,9,0,12,04
03-04,0264,01,HERMAN-NORCROSS,26,002,HERMAN SEC.,26,63,19,4,0,9,63,19,4,0,9,04
03-04,0270,01,HOPKINS,27,076,EPSILON-BETA,27,26,0,0,0,6,26,0,0,0,6,11
03-04,0270,01,HOPKINS,27,079,EPSILON-ALPHA,27,89,0,0,1,32,89,0,0,1,32,11
03-04,0270,01,HOPKINS,27,112,NEW CONNECTION,27,9,0,0,0,1,9,0,0,0,1,11
03-04,0270,01,HOPKINS,27,183,DELTA,27,21,3,2,0,19,21,3,2,0,19,11
03-04,0270,01,HOPKINS,27,185,OMEGON,27,28,0,0,0,12,28,0,0,0,12,11
03-04,0270,01,HOPKINS,27,282,HOPKINS SR.,27,2033,206,49,96,263,2033,206,49,96,263,11
03-04,0270,01,HOPKINS,27,378,HOPKINS NORTH JR.,27,1010,147,54,46,126,1010,147,54,46,126,11
03-04,0270,01,HOPKINS,27,380,HOPKINS WEST JR.,27,953,93,24,38,96,953,93,24,38,96,11
03-04,0270,01,HOPKINS,27,561,ALICE SMITH EL.,27,543,99,30,56,52,543,99,30,56,52,11
03-04,0270,01,HOPKINS,27,563,GLEN LAKE EL.,27,523,15,13,3,40,523,15,13,3,40,11
03-04,0270,01,HOPKINS,27,564,HARLEY HOPKINS FAMILY CNTR.,27,0,0,0,0,0,99,8,1,0,99,11
03-04,0270,01,HOPKINS,27,565,KATHERINE CURREN EL.,27,402,131,17,49,40,402,131,17,49,40,11
03-04,0270,01,HOPKINS,27,566,EISENHOWER EL.,27,681,169,34,109,78,681,169,34,109,78,11
03-04,0270,01,HOPKINS,27,567,L.H. TANGLEN EL.,27,697,86,17,43,53,697,86,17,43,53,11
03-04,0270,01,HOPKINS,27,569,GATEWOOD EL.,27,647,79,28,71,67,647,79,28,71,67,11
03-04,0270,01,HOPKINS,27,570,MEADOWBROOK EL.,27,559,37,7,17,45,559,37,7,17,45,11
03-04,0271,01,BLOOMINGTON,27,007,KENNEDY SR.,27,1766,350,167,169,184,1766,350,167,169,184,11
03-04,0271,01,BLOOMINGTON,27,009,JEFFERSON SR.,27,1665,91,59,2,154,1665,91,59,2,154,11
03-04,0271,01,BLOOMINGTON,27,013,OAK GROVE MID.,27,832,153,54,65,93,832,153,54,65,93,11
03-04,0271,01,BLOOMINGTON,27,345,VALLEY VIEW MID.,27,774,186,128,0,90,774,186,128,0,90,11
03-04,0271,01,BLOOMINGTON,27,346,OLSON MID.,27,910,108,44,45,105,910,108,44,45,105,11
03-04,0271,01,BLOOMINGTON,27,432,WASHBURN EL.,27,532,125,60,82,58,532,125,60,82,58,11
03-04,0271,01,BLOOMINGTON,27,443,HILLCREST EL.,27,412,59,25,62,37,412,59,25,62,37,11
03-04,0271,01,BLOOMINGTON,27,446,INDIAN MOUNDS EL.,27,484,128,42,89,53,484,128,42,89,53,11
03-04,0271,01,BLOOMINGTON,27,447,OLSON EL.,27,468,46,13,0,67,468,46,13,0,67,11
03-04,0271,01,BLOOMINGTON,27,448,OAK GROVE EL.,27,382,123,38,62,25,382,123,38,62,25,11
03-04,0271,01,BLOOMINGTON,27,450,NORMANDALE HILLS EL.,27,454,48,14,0,56,454,48,14,0,56,11
03-04,0271,01,BLOOMINGTON,27,454,POPLAR BRIDGE EL.,27,500,44,30,0,51,500,44,30,0,51,11
03-04,0271,01,BLOOMINGTON,27,455,RIDGEVIEW EL.,27,331,47,24,1,42,331,47,24,1,42,11
03-04,0271,01,BLOOMINGTON,27,458,SOUTHWOOD EARLY CHILDHOOD,27,5,0,0,0,5,150,16,0,0,150,11
03-04,0271,01,BLOOMINGTON,27,459,VALLEY VIEW EL.,27,544,238,91,143,50,544,238,91,143,50,11
03-04,0271,01,BLOOMINGTON,27,461,WESTWOOD EL.,27,449,46,26,0,64,449,46,26,0,64,11
03-04,0272,01,EDEN PRAIRIE,27,064,EDEN PRAIRIE SR.,27,3354,181,47,87,275,3354,181,47,87,275,11
03-04,0272,01,EDEN PRAIRIE,27,065,CENTRAL MID.,27,1570,90,30,51,164,1570,90,30,51,164,11
03-04,0272,01,EDEN PRAIRIE,27,880,OAK POINT INTERMEDIATE EL.,27,1593,89,36,51,171,1593,89,36,51,171,11
03-04,0272,01,EDEN PRAIRIE,27,881,PRAIRIE VIEW EL.,27,747,30,11,30,70,747,30,11,30,70,11
03-04,0272,01,EDEN PRAIRIE,27,882,FOREST HILLS EL.,27,696,123,36,66,69,696,123,36,66,69,11
03-04,0272,01,EDEN PRAIRIE,27,883,EDEN LAKE EL.,27,907,88,29,76,64,907,88,29,76,64,11
03-04,0272,01,EDEN PRAIRIE,27,884,EARLY CHILDHOOD SP. ED.,27,0,0,0,0,0,154,0,0,0,154,11
03-04,0272,01,EDEN PRAIRIE,27,885,CENTRAL KINDERGARTEN CTR.,27,406,0,0,22,30,406,0,0,22,30,11
03-04,0272,01,EDEN PRAIRIE,27,887,CEDAR RIDGE EL.,27,899,12,10,22,66,899,12,10,22,66,11
03-04,0273,01,EDINA,27,019,SOUTH VIEW MID.,27,1098,50,32,27,107,1098,50,32,27,107,11
03-04,0273,01,EDINA,27,020,VALLEY VIEW MID.,27,1171,45,22,14,80,1171,45,22,14,80,11
03-04,0273,01,EDINA,27,021,EDINA SR.,27,1633,66,27,29,161,1633,66,27,29,161,11
03-04,0273,01,EDINA,27,515,SPECIAL ED-NON PUBLIC,27,11,0,0,0,11,11,0,0,0,11,11
03-04,0273,01,EDINA,27,526,CONCORD EL.,27,610,12,8,8,56,610,12,8,8,56,11
03-04,0273,01,EDINA,27,527,CORNELIA EL.,27,498,47,13,51,65,498,47,13,51,65,11
03-04,0273,01,EDINA,27,528,COUNTRYSIDE EL.,27,517,12,11,10,48,517,12,11,10,48,11
03-04,0273,01,EDINA,27,529,HIGHLANDS EL.,27,501,11,8,6,44,501,11,8,6,44,11
03-04,0273,01,EDINA,27,532,CREEK VALLEY EL.,27,579,32,5,18,50,579,32,5,18,50,11
03-04,0273,01,EDINA,27,533,NORMANDALE EL.,27,597,6,7,3,48,597,6,7,3,48,11
03-04,0273,01,EDINA,27,535,EARLY CHILDHOOD SPECIAL ED,27,0,0,0,0,0,98,0,0,0,98,11
03-04,0276,01,MINNETONKA,27,074,MINNETONKA SR.,27,2404,45,25,31,265,2404,45,25,31,265,11
03-04,0276,01,MINNETONKA,27,075,MINNETONKA EAST MID.,27,905,17,6,3,100,905,17,6,3,100,11
03-04,0276,01,MINNETONKA,27,175,MINNETONKA WEST MID.,10,1013,32,17,12,109,1013,32,17,12,109,11
03-04,0276,01,MINNETONKA,27,601,CLEAR SPRINGS EL.,27,560,18,2,15,84,560,18,2,15,84,11
03-04,0276,01,MINNETONKA,27,602,DEEPHAVEN EL.,27,544,17,1,10,40,544,17,1,10,40,11
03-04,0276,01,MINNETONKA,27,603,EXCELSIOR EL.,27,541,19,13,20,52,541,19,13,20,52,11
03-04,0276,01,MINNETONKA,27,604,GROVELAND EL.,27,433,4,4,5,50,433,4,4,5,50,11
03-04,0276,01,MINNETONKA,27,605,MINNEWASHTA EL.,27,665,10,6,10,79,665,10,6,10,79,11
03-04,0276,01,MINNETONKA,27,606,SCENIC HEIGHTS EL.,27,502,3,2,11,50,502,3,2,11,50,11
03-04,0276,01,MINNETONKA,27,900,DEEPHAVEN EDUCATION CENTER,27,0,0,0,0,0,78,1,0,0,78,11
03-04,0276,01,MINNETONKA,27,906,SHARED TIME REPORTING,27,1,0,0,0,1,1,0,0,0,1,11
03-04,0277,01,WESTONKA,27,062,MOUND-WESTONKA SEC.,27,931,80,38,8,102,931,80,38,8,102,11
03-04,0277,01,WESTONKA,27,063,GRANDVIEW MID.,27,557,68,26,12,77,557,68,26,12,77,11
03-04,0277,01,WESTONKA,27,615,SHIRLEY HILLS PRIMARY SCHOOL,27,383,39,17,12,34,383,39,17,12,34,11
03-04,0277,01,WESTONKA,27,616,HILLTOP PRIMARY SCHOOL,27,375,30,13,0,47,375,30,13,0,47,11
03-04,0277,01,WESTONKA,27,618,EARLY CHILDHOOD SPEC. ED.,27,0,0,0,0,0,24,0,0,0,24,11
03-04,0278,01,ORONO,27,030,ORONO SR.,27,841,17,7,2,60,841,17,7,2,60,11
03-04,0278,01,ORONO,27,031,ORONO MID.,27,608,14,13,5,69,608,14,13,5,69,11
03-04,0278,01,ORONO,27,661,SCHUMANN EL.,27,541,10,12,5,42,541,10,12,5,42,11
03-04,0278,01,ORONO,27,662,ORONO INTERMEDIATE EL.,27,516,25,11,3,52,516,25,11,3,52,11
03-04,0278,01,ORONO,27,663,ORONO DISCOVERY CENTER,27,0,0,0,0,0,26,0,0,0,26,11
03-04,0279,01,OSSEO,27,032,OSSEO SR.,27,1691,232,77,99,145,1691,232,77,99,145,11
03-04,0279,01,OSSEO,27,033,BROOKLYN JR.,27,1078,290,107,147,114,1078,290,107,147,114,11
03-04,0279,01,OSSEO,27,034,OSSEO JR.,27,1275,72,40,8,120,1275,72,40,8,120,11
03-04,0279,01,OSSEO,27,042,OSSEO SECONDARY TRANSITION CENTER,27,61,13,0,2,61,61,13,0,2,61,11
03-04,0279,01,OSSEO,27,086,NORTH VIEW JR.,27,1223,468,164,206,147,1223,468,164,206,147,11
03-04,0279,01,OSSEO,27,088,PARK CENTER SR.,27,1549,438,145,179,127,1549,438,145,179,127,11
03-04,0279,01,OSSEO,27,090,MAPLE GROVE SR.,27,1788,37,31,2,127,1788,37,31,2,127,11
03-04,0279,01,OSSEO,27,094,MAPLE GROVE JR.,27,1589,94,29,33,148,1589,94,29,33,148,11
03-04,0279,01,OSSEO,27,665,WOODLAND EL.,27,618,52,31,8,43,618,52,31,8,43,11
03-04,0279,01,OSSEO,27,668,EDINBROOK EL.,27,869,158,55,108,80,869,158,55,108,80,11
03-04,0279,01,OSSEO,27,669,RUSH CREEK EL.,27,835,20,11,1,68,835,20,11,1,68,11
03-04,0279,01,OSSEO,27,670,BASSWOOD EL.,27,855,55,10,4,104,855,55,10,4,104,11
03-04,0279,01,OSSEO,27,671,BIRCH GROVE EL.,27,600,201,44,106,77,600,201,44,106,77,11
03-04,0279,01,OSSEO,27,672,CREST VIEW EL.,27,402,210,64,100,48,402,210,64,100,48,11
03-04,0279,01,OSSEO,27,673,EDGEWOOD EL.,27,410,100,56,89,50,410,100,56,89,50,11
03-04,0279,01,OSSEO,27,674,FAIR OAKS EL.,27,562,332,83,178,51,562,332,83,178,51,11
03-04,0279,01,OSSEO,27,675,GARDEN CITY EL.,27,422,224,57,211,39,422,224,57,211,39,11
03-04,0279,01,OSSEO,27,677,OSSEO EL.,27,267,24,26,1,38,267,24,26,1,38,11
03-04,0279,01,OSSEO,27,678,PALMER LAKE EL.,27,683,173,75,108,70,683,173,75,108,70,11
03-04,0279,01,OSSEO,27,679,PARK BROOK EL.,27,378,183,44,84,35,378,183,44,84,35,11
03-04,0279,01,OSSEO,27,681,ZANEWOOD COMMUNITY SCHOOL EL.,27,454,248,83,154,53,454,248,83,154,53,11
03-04,0279,01,OSSEO,27,682,CEDAR ISLAND EL.,27,651,58,14,2,65,651,58,14,2,65,11
03-04,0279,01,OSSEO,27,684,ELM CREEK EL.,27,630,55,47,45,80,630,55,47,45,80,11
03-04,0279,01,OSSEO,27,685,RICE LAKE EL.,27,533,49,21,43,69,533,49,21,43,69,11
03-04,0279,01,OSSEO,27,689,FERNBROOK EL.,27,753,30,15,2,79,753,30,15,2,79,11
03-04,0279,01,OSSEO,27,693,WEAVER LAKE EL.,27,638,22,9,2,69,638,22,9,2,69,11
03-04,0279,01,OSSEO,27,696,OAK VIEW EL.,27,603,36,19,3,99,603,36,19,3,99,11
03-04,0279,01,OSSEO,27,697,EARLY CHILDHOOD SPECIAL EDUCATION,27,0,0,0,0,0,281,16,5,0,281,11
03-04,0280,01,RICHFIELD,27,035,RICHFIELD SR.,27,1371,332,105,94,132,1371,332,105,94,132,11
03-04,0280,01,RICHFIELD,27,036,RICHFIELD INTER. EL.,27,852,318,68,190,105,852,318,68,190,105,11
03-04,0280,01,RICHFIELD,27,037,RICHFIELD MIDDLE,27,947,307,68,117,116,947,307,68,117,116,11
03-04,0280,01,RICHFIELD,27,695,CENTENNIAL EL.,27,459,202,41,159,38,459,202,41,159,38,11
03-04,0280,01,RICHFIELD,27,698,ELLIOT SPECIAL ED,27,0,0,0,0,0,56,3,1,0,56,11
03-04,0280,01,RICHFIELD,27,699,SEC. SP. ED.,27,18,1,0,0,18,18,1,0,0,18,11
03-04,0280,01,RICHFIELD,27,701,SHERIDAN HILLS EL.,27,402,130,40,96,50,402,130,40,96,50,11
03-04,0281,01,ROBBINSDALE,27,004,FOREST EL.,27,416,101,54,51,40,416,101,54,51,40,11
03-04,0281,01,ROBBINSDALE,27,006,LAKEVIEW EL.,27,411,108,41,25,38,411,108,41,25,38,11
03-04,0281,01,ROBBINSDALE,27,009,LINCOLN 5'S ALIVE,27,107,0,0,0,12,107,0,0,0,12,11
03-04,0281,01,ROBBINSDALE,27,010,MEADOW LAKE EL.,27,544,219,88,147,46,544,219,88,147,46,11
03-04,0281,01,ROBBINSDALE,27,011,NEILL EL.,27,545,143,49,36,56,545,143,49,36,56,11
03-04,0281,01,ROBBINSDALE,27,012,ROBBINSDALE SPANISH IMMERSION EL.,27,624,39,25,2,24,624,39,25,2,24,11
03-04,0281,01,ROBBINSDALE,27,013,NEW HOPE EL.,27,375,185,51,101,27,375,185,51,101,27,11
03-04,0281,01,ROBBINSDALE,27,017,NOBLE EL.,27,492,108,60,65,28,492,108,60,65,28,11
03-04,0281,01,ROBBINSDALE,27,019,NORTHPORT EL.,27,520,252,82,159,45,520,252,82,159,45,11
03-04,0281,01,ROBBINSDALE,27,020,PILGRIM LANE EL.,27,453,64,33,39,35,453,64,33,39,35,11
03-04,0281,01,ROBBINSDALE,27,022,SONNESYN EL.,27,550,103,57,62,47,550,103,57,62,47,11
03-04,0281,01,ROBBINSDALE,27,023,SUNNY HOLLOW EL.,27,524,111,40,48,58,524,111,40,48,58,11
03-04,0281,01,ROBBINSDALE,27,030,ZACHARY LANE EL.,27,457,17,10,4,34,457,17,10,4,34,11
03-04,0281,01,ROBBINSDALE,27,040,PLYMOUTH MID.,27,1154,261,117,105,127,1154,261,117,105,127,11
03-04,0281,01,ROBBINSDALE,27,043,TECHNOLOGY & LANGUAGE MID.,27,680,70,57,11,75,680,70,57,11,75,11
03-04,0281,01,ROBBINSDALE,27,045,SANDBURG MID.,27,1416,395,160,180,155,1416,395,160,180,155,11
03-04,0281,01,ROBBINSDALE,27,050,ROBBINSDALE COOPER SR.,27,2053,414,179,66,246,2053,414,179,66,246,11
03-04,0281,01,ROBBINSDALE,27,053,ROBBINSDALE ARMSTRONG SR.,27,2317,249,135,195,209,2317,249,135,195,209,11
03-04,0281,01,ROBBINSDALE,27,101,SHARED TIME,27,2,0,0,0,2,2,0,0,0,2,11
03-04,0281,01,ROBBINSDALE,27,103,CAVANAGH EARLY CHILDHOOD,27,1,0,0,0,1,122,0,0,0,122,11
03-04,0282,01,ST. ANTHONY-NEW BRIGHTON,27,020,ST. ANTHONY VILLAGE SR.,27,570,10,8,0,38,570,10,8,0,38,11
03-04,0282,01,ST. ANTHONY-NEW BRIGHTON,27,040,WILSHIRE PARK EL.,27,659,25,15,27,63,665,25,15,27,69,11
03-04,0282,01,ST. ANTHONY-NEW BRIGHTON,27,050,ST. ANTHONY MID.,27,410,22,14,0,39,410,22,14,0,39,11
03-04,0283,01,ST. LOUIS PARK,27,040,ST. LOUIS PARK SR.,27,1316,204,52,64,200,1316,204,52,64,200,11
03-04,0283,01,ST. LOUIS PARK,27,042,ST. LOUIS PARK JR.,27,630,143,33,36,99,630,143,33,36,99,11
03-04,0283,01,ST. LOUIS PARK,27,043,SHOC-ALP,27,32,8,4,1,8,32,8,4,1,8,11
03-04,0283,01,ST. LOUIS PARK,27,745,AQUILA EL.,27,459,166,40,87,71,459,166,40,87,71,11
03-04,0283,01,ST. LOUIS PARK,27,747,CEDAR MANOR EL.,27,372,119,20,35,73,372,119,20,35,73,11
03-04,0283,01,ST. LOUIS PARK,27,754,PETER HOBART EL.,27,508,94,29,46,53,508,94,29,46,53,11
