SchYear,DistNumb,DistType,DistName,SchNum,SchClassif,SchName,CountyNum,CountyName,EconDevRgn,TotFTE,Male,Female,IndianMale,IndianFemale,AsianMale,AsianFemale,HispanicMale,HispanicFemale,BlackMale,BlackFemale,WhiteMale,WhiteFemale,NewTch,AvgYrsExp,Exp1-5,Exp6-10,Exp11-15,Exp16-20,Exp21-25,Exp26-30,Exp31+,<BA,BA,MA,PhD,EdUnkn,AvgAge,Age <25,Age25-29,Age30-34,Age35-44,Age45-54,Age55+
07-08,0146,01,BARNESVILLE PUBLIC SCHOOL DIST.,000,0,Totals:,14,CLAY,04,51.66,19.05,32.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.05,32.61,1.00,15.50,10.83,8.50,11.03,4.27,3.00,3.00,11.03,0.00,43.64,9.29,0.00,0.00,43.12,2.00,6.00,4.01,16.51,11.12,12.02
07-08,0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,000,00,HAWLEY PUBLIC SCHOOL DISTRICT,14,CLAY,04,0.27,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,20.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.27,0.27,0.00,0.00,49.00,0.00,0.00,0.00,0.00,0.27,0.00
07-08,0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,010,10,HAWLEY ELEMENTARY,14,CLAY,04,27.61,6.57,21.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.57,21.04,0.50,16.96,2.99,4.60,5.40,4.00,3.38,4.24,3.00,0.00,24.44,3.17,0.00,0.00,40.90,1.50,0.49,5.60,6.61,12.41,1.00
07-08,0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,011,10,SPRING PRAIRIE ELEMENTARY,14,CLAY,04,2.49,0.00,2.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.49,0.00,14.63,0.00,0.50,1.00,0.99,0.00,0.00,0.00,0.00,1.50,0.99,0.00,0.00,44.88,0.00,0.00,0.00,0.99,1.50,0.00
07-08,0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,020,33,HAWLEY SECONDARY,14,CLAY,04,27.17,12.72,14.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.72,14.45,0.00,16.43,2.02,6.44,5.69,3.50,4.99,1.65,2.88,0.00,18.69,8.48,0.00,0.00,40.27,0.00,3.72,4.74,10.16,7.02,1.53
07-08,0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,000,0,Totals:,14,CLAY,04,57.54,19.29,38.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.29,38.25,0.50,16.51,5.01,11.54,12.09,8.76,8.37,5.89,5.88,0.00,44.90,12.91,0.00,0.00,40.66,1.50,4.21,10.34,17.76,21.20,2.53
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,000,00,MOORHEAD PUBLIC SCHOOL DISTRICT,14,CLAY,04,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,22.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,46.50,0.00,0.00,0.00,0.00,2.00,0.00
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,006,50,PROBSTFIELD CENTER FOR EDUCATION,14,CLAY,04,8.50,0.00,8.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.50,0.00,12.67,1.50,2.00,1.00,2.00,2.00,0.00,0.00,0.00,3.00,5.50,0.00,0.00,41.22,0.00,1.00,2.00,2.50,2.00,1.00
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,187,10,R. ASP ELEMENTARY,14,CLAY,04,48.00,9.50,38.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.50,38.50,0.00,17.38,7.00,6.00,10.50,9.50,5.00,2.00,8.00,0.00,20.00,28.00,0.00,0.00,43.22,3.00,5.00,4.50,11.00,16.50,8.00
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,188,10,ELLEN HOPKINS ELEMENTARY,14,CLAY,04,43.82,6.67,37.15,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,5.67,36.15,0.00,13.64,9.50,8.67,7.50,10.65,4.00,3.50,0.00,0.00,19.98,23.84,0.00,0.00,40.16,2.00,7.50,4.67,15.65,11.00,3.00
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,189,10,S.G.REINERTSEN ELEMENTARY,14,CLAY,04,48.67,4.50,44.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.50,44.17,0.50,18.52,6.00,2.17,10.00,15.00,5.00,4.00,6.50,0.00,16.67,32.00,0.00,0.00,43.93,1.00,5.00,2.17,19.50,15.00,6.00
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,380,20,HORIZON MIDDLE SCHOOL,14,CLAY,04,76.54,19.01,57.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.01,57.53,0.00,16.89,7.00,12.99,21.29,16.29,7.00,2.00,9.97,0.00,29.65,46.89,0.00,0.00,44.65,0.00,6.99,8.99,17.99,25.00,17.57
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,382,32,MOORHEAD HIGH,14,CLAY,04,95.14,36.17,58.97,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,36.17,57.97,1.00,13.63,18.00,22.83,17.66,16.67,10.99,3.99,5.00,0.00,39.32,55.82,0.00,0.00,39.81,6.00,14.99,18.51,19.67,24.97,11.00
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,960,77,WEST CENTRAL JUVENILE CENTER,14,CLAY,04,2.03,0.00,2.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.03,0.00,15.50,0.00,0.00,1.00,1.03,0.00,0.00,0.00,0.00,2.03,0.00,0.00,0.00,40.00,0.00,0.00,0.00,2.03,0.00,0.00
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,970,77,CLAY COUNTY SHELTER CARE,14,CLAY,04,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,6.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,42.00,0.00,0.00,0.00,1.00,0.00,0.00
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,980,41,RR AREA LEARNING CENTER,14,CLAY,04,6.61,2.00,4.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4.61,0.00,18.21,0.00,1.01,1.60,2.00,1.00,1.00,0.00,0.00,5.61,1.00,0.00,0.00,53.29,0.00,0.00,0.00,0.60,3.00,3.01
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,990,77,CLAY COUNTY OUTREACH CENTER,14,CLAY,04,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,19.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,49.00,0.00,0.00,0.00,0.00,1.00,0.00
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,000,0,Totals:,14,CLAY,04,333.31,77.85,255.46,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,76.85,253.46,1.50,15.66,49.00,56.67,70.55,75.14,34.99,17.49,29.47,0.00,137.26,196.05,0.00,0.00,42.51,12.00,40.48,40.84,89.94,100.47,49.58
07-08,0160,70,MINNESOTA STATE ACADEMIES,000,00,MINNESOTA STATE ACADEMIES,66,RICE,10,0.73,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,15.00,0.00,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,0.00,43.00,0.00,0.00,0.00,0.73,0.00,0.00
07-08,0160,70,MINNESOTA STATE ACADEMIES,001,50,MN ACADEMY FOR THE BLIND,66,RICE,10,11.00,4.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,7.00,0.00,11.51,3.00,0.00,5.00,1.00,1.00,0.00,1.00,0.00,3.00,8.00,0.00,0.00,45.80,0.00,1.00,0.00,3.00,5.00,2.00
07-08,0160,70,MINNESOTA STATE ACADEMIES,002,50,MN ACADEMY FOR THE DEAF,66,RICE,10,24.50,9.00,15.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,15.50,1.00,8.70,6.00,5.00,10.00,1.00,2.00,0.50,0.00,0.00,6.50,18.50,0.00,0.00,38.49,1.00,3.00,4.00,7.00,6.00,3.50
07-08,0160,70,MINNESOTA STATE ACADEMIES,000,0,Totals:,66,RICE,10,36.23,13.00,23.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,23.23,1.00,9.92,9.00,5.00,15.73,2.00,3.00,0.50,1.00,0.00,9.50,27.23,0.00,0.00,41.09,1.00,4.00,4.00,10.73,11.00,5.50
07-08,0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,010,10,BAGLEY ELEMENTARY,15,CLEARWATER,02,40.78,6.50,34.28,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,6.50,33.28,0.00,16.13,3.50,13.27,6.01,3.00,5.00,4.00,6.00,0.00,24.78,19.01,0.00,0.00,42.25,0.00,6.00,5.00,10.51,14.27,5.00
07-08,0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,020,33,BAGLEY SECONDARY,15,CLEARWATER,02,33.39,18.07,15.32,0.00,0.00,0.00,0.84,0.00,0.00,0.00,0.00,18.07,14.48,1.83,13.17,7.34,9.90,6.12,3.00,4.01,2.01,1.01,0.00,24.68,11.71,0.00,0.00,41.09,2.00,4.83,5.88,8.04,10.64,2.00
07-08,0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,000,0,Totals:,15,CLEARWATER,02,74.17,24.57,49.60,0.00,1.00,0.00,0.84,0.00,0.00,0.00,0.00,24.57,47.76,1.83,14.16,10.84,23.17,12.13,6.00,9.01,6.01,7.01,0.00,49.46,30.72,0.00,0.00,41.48,2.00,10.83,10.88,18.55,24.91,7.00
07-08,0166,01,COOK COUNTY PUBLIC SCHOOLS,000,00,COOK COUNTY PUBLIC SCHOOLS,16,COOK,03,0.69,0.32,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.37,0.00,9.00,0.37,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.69,0.00,0.00,0.00,49.33,0.00,0.00,0.37,0.00,0.00,0.32
07-08,0166,01,COOK COUNTY PUBLIC SCHOOLS,040,20,COOK COUNTY MIDDLE,16,COOK,03,8.49,3.53,4.96,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,3.53,4.62,0.00,22.32,0.60,0.17,1.17,3.66,0.77,0.51,1.61,0.00,4.12,4.37,0.00,0.00,48.74,0.00,0.00,0.77,3.49,1.63,2.60
07-08,0166,01,COOK COUNTY PUBLIC SCHOOLS,050,32,COOK COUNTY SENIOR HIGH,16,COOK,03,12.01,6.69,5.32,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,6.69,4.82,0.84,19.07,2.27,2.71,0.67,0.83,1.68,1.17,2.68,0.00,6.66,5.35,0.00,0.00,44.33,0.83,0.84,1.28,2.03,3.69,3.34
07-08,0166,01,COOK COUNTY PUBLIC SCHOOLS,060,10,SAWTOOTH MOUNTAIN ELEMENTARY,16,COOK,03,13.54,2.97,10.57,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,2.97,10.40,0.17,20.45,0.17,0.00,5.06,1.47,3.00,2.34,1.50,0.00,9.21,4.33,0.00,0.00,52.75,0.00,0.00,0.00,1.00,6.70,5.84
07-08,0166,01,COOK COUNTY PUBLIC SCHOOLS,080,10,GRAND PORTAGE ELEMENTARY,16,COOK,03,3.23,0.17,3.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,3.06,0.00,16.57,1.00,0.00,1.07,0.99,0.00,0.00,0.17,0.00,2.24,0.99,0.00,0.00,41.00,0.00,1.00,0.00,1.99,0.07,0.17
07-08,0166,01,COOK COUNTY PUBLIC SCHOOLS,090,42,COOK COUNTY ALTERNATIVE,16,COOK,03,0.07,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.07,0.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,0.07
07-08,0166,01,COOK COUNTY PUBLIC SCHOOLS,000,0,Totals:,16,COOK,03,38.03,13.68,24.35,0.00,1.01,0.00,0.00,0.00,0.00,0.00,0.00,13.68,23.34,1.01,20.12,4.41,2.88,8.29,6.95,5.45,4.02,6.03,0.00,22.92,15.11,0.00,0.00,47.38,0.83,1.84,2.42,8.51,12.09,12.34
07-08,0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,000,00,MOUNTAIN LAKE PUBLIC SCHOOLS,17,COTTONWOOD,08,0.20,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.07,2.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,41.50,0.00,0.07,0.00,0.00,0.00,0.13
07-08,0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,010,10,MOUNTAIN LAKE ELEMENTARY,17,COTTONWOOD,08,21.03,4.46,16.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.46,16.57,2.23,11.47,5.23,2.95,8.92,1.90,1.03,0.00,1.00,0.00,17.03,4.60,0.00,0.00,38.31,1.00,5.23,2.00,7.96,2.84,2.00
07-08,0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,020,33,MOUNTAIN LAKE SECONDARY,17,COTTONWOOD,08,18.10,7.01,11.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.01,11.09,0.00,20.74,0.03,3.98,3.71,1.05,1.92,3.86,3.55,0.00,15.12,3.98,0.00,0.00,46.21,0.00,2.13,0.80,3.65,8.89,2.63
07-08,0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,000,0,Totals:,17,COTTONWOOD,08,39.33,11.47,27.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.47,27.86,2.30,17.63,5.46,6.93,12.63,2.95,2.95,3.86,4.55,0.00,32.35,8.58,0.00,0.00,43.70,1.00,7.43,2.80,11.61,11.73,4.76
07-08,0177,01,WINDOM PUBLIC SCHOOL DISTRICT,000,00,WINDOM PUBLIC SCHOOL DISTRICT,17,COTTONWOOD,08,1.98,0.20,1.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,1.78,0.00,12.73,0.77,0.60,0.27,0.07,0.27,0.00,0.00,0.00,1.98,0.34,0.00,0.00,46.73,0.00,0.00,0.07,0.26,1.45,0.20
07-08,0177,01,WINDOM PUBLIC SCHOOL DISTRICT,030,10,WINFAIR ELEMENTARY,17,COTTONWOOD,08,25.36,2.52,22.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.52,22.84,1.00,20.76,2.17,0.00,5.42,5.70,3.01,4.00,5.06,0.00,15.44,10.09,0.00,0.00,47.28,1.00,0.17,1.00,7.49,9.68,6.02
07-08,0177,01,WINDOM PUBLIC SCHOOL DISTRICT,050,32,WINDOM SENIOR HIGH,17,COTTONWOOD,08,30.51,16.27,14.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.27,14.24,0.80,17.31,2.20,2.20,8.29,8.64,5.98,1.00,2.20,0.00,20.72,9.79,0.00,0.00,41.86,2.20,0.00,3.80,13.23,9.07,2.21
07-08,0177,01,WINDOM PUBLIC SCHOOL DISTRICT,060,20,WINDOM MIDDLE,17,COTTONWOOD,08,11.69,2.46,9.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.46,9.23,0.00,19.07,0.00,0.00,3.40,5.29,0.00,3.00,0.00,0.00,6.43,5.26,0.00,0.00,45.25,0.00,0.00,0.80,4.06,6.83,0.00
07-08,0177,01,WINDOM PUBLIC SCHOOL DISTRICT,000,0,Totals:,17,COTTONWOOD,08,69.54,21.45,48.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.45,48.09,1.80,18.46,5.14,2.80,17.38,19.70,9.26,8.00,7.26,0.00,44.57,25.48,0.00,0.00,44.39,3.20,0.17,5.67,25.04,27.03,8.43
07-08,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,000,00,BRAINERD PUBLIC SCHOOL DISTRICT,18,CROW WING,05,2.74,0.00,2.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.74,0.00,18.40,0.32,0.80,0.00,0.12,0.00,1.50,0.00,0.00,0.94,1.80,0.00,0.00,49.20,0.00,0.00,0.00,1.12,1.50,0.12
07-08,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,003,50,BRAINERD EARLY CHILDHOOD SP. ED.,18,CROW WING,05,3.10,0.00,3.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.10,1.00,11.60,1.00,0.00,1.90,0.20,0.00,0.00,0.00,0.00,2.10,1.00,0.00,0.00,45.00,1.00,0.00,0.00,0.00,0.90,1.20
07-08,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,004,10,BAXTER ELEMENTARY,18,CROW WING,05,25.13,3.60,21.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.60,21.53,1.00,18.06,2.50,3.00,4.53,7.10,3.00,1.00,4.00,0.00,5.63,19.50,0.00,0.00,43.00,2.00,0.00,2.00,11.00,9.13,1.00
07-08,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,008,10,GARFIELD ELEMENTARY,18,CROW WING,05,23.49,3.00,20.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,20.49,0.00,20.47,1.50,3.00,6.00,4.50,1.00,2.50,4.99,0.00,6.50,16.99,0.00,0.00,44.84,0.50,1.00,2.00,8.00,6.00,5.99
07-08,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,009,10,HARRISON ELEMENTARY,18,CROW WING,05,16.17,2.00,14.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,14.17,0.00,15.55,3.00,2.00,6.67,0.00,0.00,1.00,3.50,0.00,8.00,8.17,0.00,0.00,44.30,0.00,2.00,2.00,4.00,4.50,3.67
07-08,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,010,10,LINCOLN ELEMENTARY,18,CROW WING,05,18.63,2.50,16.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,16.13,0.00,13.04,3.00,5.00,4.00,2.63,1.00,2.00,1.00,0.00,5.63,13.00,0.00,0.00,40.13,0.50,2.50,4.00,3.00,5.63,3.00
07-08,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,011,10,LOWELL ELEMENTARY,18,CROW WING,05,18.63,2.00,16.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,16.63,0.00,18.96,4.00,2.00,3.00,1.30,3.00,3.00,2.33,0.00,7.00,11.63,0.00,0.00,44.30,2.00,3.00,0.00,2.30,9.83,1.50
07-08,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,012,10,RIVERSIDE ELEMENTARY,18,CROW WING,05,26.40,4.00,22.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,22.40,0.00,16.88,2.50,2.00,8.20,4.70,5.00,2.00,2.00,0.00,7.00,19.40,0.00,0.00,44.73,1.00,0.00,3.00,9.20,10.00,3.20
07-08,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,013,10,WHITTIER ELEMENTARY,18,CROW WING,05,9.09,0.43,8.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,8.66,0.00,17.71,2.43,0.99,0.00,2.00,1.00,1.50,1.17,0.00,3.43,5.66,0.00,0.00,44.00,0.00,0.43,1.00,3.99,2.67,1.00
07-08,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,014,32,BRAINERD SENIOR HIGH,18,CROW WING,05,107.16,41.76,65.40,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,41.76,64.40,0.00,16.02,11.28,18.20,31.00,14.40,8.00,12.00,12.28,0.00,28.76,78.40,0.00,0.00,40.88,1.00,7.28,28.00,30.80,24.48,15.60
07-08,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,015,10,NISSWA ELEMENTARY,18,CROW WING,05,13.57,2.00,11.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,11.57,0.00,13.53,1.00,4.00,3.07,3.50,1.00,1.00,0.00,0.00,4.00,9.57,0.00,0.00,41.05,0.00,1.00,1.50,6.57,3.50,1.00
07-08,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,017,71,MN LEARNING CENTER,18,CROW WING,05,14.00,3.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00,11.70,1.00,8.00,2.00,2.00,0.00,0.00,1.00,0.00,4.00,10.00,0.00,0.00,41.84,0.00,0.00,3.00,4.00,6.00,1.00
07-08,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,018,41,ISD 181 LEARNING CENTER,18,CROW WING,05,11.60,4.60,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.60,7.00,1.00,11.10,2.60,2.00,2.00,2.00,1.00,0.00,2.00,0.00,2.00,9.60,0.00,0.00,45.33,0.00,0.60,0.00,2.00,5.00,4.00
07-08,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,021,41,MIDDLE LEVEL ALTERNATIVE PROGRAM,18,CROW WING,05,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,14.29,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,38.71,0.00,0.00,0.00,2.00,0.00,0.00
07-08,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,022,20,FORESTVIEW MIDDLE,18,CROW WING,05,116.05,49.05,67.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.05,67.00,3.00,16.39,14.33,18.00,25.00,27.00,12.00,8.00,11.72,0.00,37.05,79.00,0.00,0.00,41.75,3.00,12.33,15.00,45.00,28.72,12.00
07-08,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,000,0,Totals:,18,CROW WING,05,407.76,118.94,288.82,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,118.94,287.82,6.00,15.88,50.46,68.99,98.37,72.45,36.00,35.50,45.99,0.00,122.04,285.72,0.00,0.00,42.20,11.00,30.14,61.50,132.98,117.86,54.28
07-08,0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,001,33,CROSBY-IRONTON SECONDARY,18,CROW WING,05,25.52,10.58,14.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.58,14.94,0.00,22.07,2.89,2.93,3.40,0.00,5.17,6.80,4.33,0.00,14.02,11.62,0.00,0.00,46.92,0.83,1.83,0.60,6.30,13.96,2.00
07-08,0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,006,10,CUYUNA RANGE ELEMENTARY,18,CROW WING,05,33.42,7.17,26.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.17,26.25,0.00,20.33,2.64,2.58,3.00,4.80,7.00,7.40,6.00,0.00,12.42,21.63,0.00,0.00,47.89,0.00,1.00,1.00,8.21,18.18,5.03
07-08,0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,300,42,RANGE AREA ALTERNATIVE PROGRAM,18,CROW WING,05,1.04,0.00,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.00,28.50,0.00,0.20,0.00,0.00,0.00,0.00,0.84,0.00,0.20,0.84,0.00,0.00,49.75,0.00,0.00,0.20,0.00,0.00,0.84
07-08,0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,000,0,Totals:,18,CROW WING,05,59.98,17.75,42.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.75,42.23,0.00,21.55,5.53,5.71,6.40,4.80,12.17,14.20,11.17,0.00,26.64,34.09,0.00,0.00,47.41,0.83,2.83,1.80,14.51,32.14,7.87
07-08,0186,01,PEQUOT LAKES PUBLIC SCHOOLS,000,00,PEQUOT LAKES PUBLIC SCHOOLS,18,CROW WING,05,1.86,0.00,1.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.86,0.00,3.60,1.26,0.60,0.00,0.00,0.00,0.00,0.00,0.00,1.73,0.00,0.00,0.13,49.00,0.00,0.00,0.27,0.00,1.46,0.13
07-08,0186,01,PEQUOT LAKES PUBLIC SCHOOLS,010,10,EAGLE VIEW ELEMENTARY,18,CROW WING,05,43.73,6.63,37.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.63,37.10,2.13,13.21,10.23,11.20,7.51,3.52,7.00,2.27,2.00,0.00,20.72,23.53,0.00,0.00,41.20,1.00,9.00,6.81,9.53,10.07,7.32
07-08,0186,01,PEQUOT LAKES PUBLIC SCHOOLS,015,20,PEQUOT LAKES MIDDLE,18,CROW WING,05,21.48,9.89,11.59,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.00,8.99,11.59,0.50,13.68,4.91,2.17,3.32,3.93,3.66,1.66,1.83,0.00,9.65,11.83,0.00,0.00,40.05,0.28,4.27,0.28,8.34,6.48,1.83
07-08,0186,01,PEQUOT LAKES PUBLIC SCHOOLS,020,32,PEQUOT LAKES SENIOR HIGH,18,CROW WING,05,32.92,14.97,17.95,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,14.97,17.55,3.51,13.89,7.46,6.45,10.05,0.33,2.98,2.00,3.65,0.00,19.14,13.78,0.00,0.00,40.52,2.74,4.54,2.72,9.89,6.97,6.06
07-08,0186,01,PEQUOT LAKES PUBLIC SCHOOLS,000,0,Totals:,18,CROW WING,05,99.99,31.49,68.50,0.00,0.00,0.00,0.00,0.90,0.40,0.00,0.00,30.59,68.10,6.14,13.36,23.86,20.42,20.88,7.78,13.64,5.93,7.48,0.00,51.24,49.14,0.00,0.13,40.88,4.02,17.81,10.08,27.76,24.98,15.34
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,000,00,BURNSVILLE PUBLIC SCHOOL DISTRICT,19,DAKOTA,11,4.94,1.00,3.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.94,0.00,16.50,0.00,0.00,1.84,1.50,1.60,0.00,0.00,0.00,4.94,0.00,0.00,0.00,50.88,0.00,0.00,0.00,0.83,2.44,1.67
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,014,32,BURNSVILLE SENIOR HIGH,19,DAKOTA,11,108.34,38.40,69.94,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,37.40,68.94,3.00,13.80,18.20,30.60,23.80,17.74,2.80,4.80,10.40,0.00,22.80,84.54,1.00,0.00,40.98,3.00,13.40,20.20,25.74,28.40,17.60
